"RESP_NO","REGION","Q1","Q6A","Q6B","Q6C","Q6D","Q6E","Q29B","Q37H","Q38A","Q38B","Q38F","Q84A","Q94","Q100","vio_97_21","night_2020mean","year"
"MLI0025",501,39,3,2,0,0,4,4,1,1,1,3,501,0,1,12,0.06624840781593,2013
"MLI0026",501,33,3,2,3,0,4,2,3,2,2,1,501,1,2,12,0.06624840781593,2013
"MLI0027",501,65,0,0,2,3,2,5,2,2,2,3,517,0,1,12,0.06624840781593,2013
"MLI0028",501,26,1,2,3,0,3,2,3,3,2,2,501,2,2,12,0.06624840781593,2013
"MLI0029",501,65,0,0,0,0,0,4,0,3,3,3,501,0,1,12,0.06624840781593,2013
"MLI0030",501,35,3,0,3,0,4,4,3,0,1,0,501,0,2,12,0.06624840781593,2013
"MLI0031",501,68,3,3,2,0,3,1,2,2,1,1,509,0,1,12,0.06624840781593,2013
"MLI0032",501,19,3,0,1,0,3,1,3,1,1,2,511,1,2,12,0.06624840781593,2013
"MLI0033",501,25,1,0,0,0,2,1,0,3,3,3,514,0,1,12,0.06624840781593,2013
"MLI0034",501,50,2,0,0,0,4,4,0,3,3,3,517,0,2,12,0.06624840781593,2013
"MLI0035",501,36,3,2,2,0,3,1,0,1,1,1,517,0,1,12,0.06624840781593,2013
"MLI0036",501,36,0,2,2,0,2,1,2,1,2,1,517,0,2,12,0.06624840781593,2013
"MLI0037",501,33,0,3,0,0,2,1,3,2,2,2,517,0,1,12,0.06624840781593,2013
"MLI0038",501,20,0,2,1,2,2,2,2,1,1,1,517,0,2,12,0.06624840781593,2013
"MLI0039",501,67,3,3,0,0,4,2,3,1,1,1,517,1,1,12,0.06624840781593,2013
"MLI0040",501,37,3,3,3,4,4,4,3,2,2,2,517,3,2,12,0.06624840781593,2013
"MLI0041",501,64,0,0,0,0,0,1,1,3,3,3,517,1,1,12,0.06624840781593,2013
"MLI0042",501,20,0,0,0,0,0,4,3,1,2,0,517,0,2,12,0.06624840781593,2013
"MLI0043",501,42,3,2,3,3,4,4,3,0,0,0,517,1,1,12,0.06624840781593,2013
"MLI0044",501,21,1,3,0,3,4,2,0,1,1,1,517,0,2,12,0.06624840781593,2013
"MLI0045",501,42,0,0,2,2,1,2,3,1,1,1,517,1,1,12,0.06624840781593,2013
"MLI0046",501,40,0,0,0,0,1,2,3,2,2,2,517,0,2,12,0.06624840781593,2013
"MLI0047",501,33,2,1,2,0,3,1,3,1,2,3,517,1,1,12,0.06624840781593,2013
"MLI0048",501,22,2,1,2,0,3,1,3,1,1,1,517,2,2,12,0.06624840781593,2013
"MLI0049",501,30,0,3,0,0,3,4,3,9,9,0,517,0,1,12,0.06624840781593,2013
"MLI0050",501,21,0,0,1,0,2,4,1,3,3,3,514,0,2,12,0.06624840781593,2013
"MLI0051",501,33,3,2,3,3,3,3,3,2,2,1,514,1,1,12,0.06624840781593,2013
"MLI0052",501,26,2,2,1,2,3,4,3,1,2,1,518,1,2,12,0.06624840781593,2013
"MLI0053",501,32,0,0,1,3,4,4,3,2,2,2,501,6,1,12,0.06624840781593,2013
"MLI0054",501,45,0,0,0,0,0,4,3,2,2,2,501,2,2,12,0.06624840781593,2013
"MLI0055",501,42,0,0,0,0,2,2,2,1,1,1,501,3,1,12,0.06624840781593,2013
"MLI0056",501,52,0,0,1,3,1,4,1,1,1,9,517,1,2,12,0.06624840781593,2013
"MLI0057",501,18,0,3,0,0,1,2,3,1,1,1,511,4,2,12,0.06624840781593,2013
"MLI0058",501,25,0,0,0,0,0,1,0,1,1,1,501,8,1,12,0.06624840781593,2013
"MLI0059",501,26,0,3,0,2,4,4,3,1,1,1,501,2,2,12,0.06624840781593,2013
"MLI0060",501,36,0,0,0,0,2,3,2,1,2,2,517,0,2,12,0.06624840781593,2013
"MLI0061",501,25,2,3,2,0,4,1,3,2,2,3,511,4,1,12,0.06624840781593,2013
"MLI0062",501,20,1,0,1,3,1,1,2,2,2,1,501,7,1,12,0.06624840781593,2013
"MLI0063",501,40,2,0,0,3,3,3,1,3,3,3,511,1,1,12,0.06624840781593,2013
"MLI0064",501,34,0,4,0,2,3,4,1,9,9,9,501,8,2,12,0.06624840781593,2013
"MLI0065",501,65,0,0,0,0,3,2,3,1,1,1,501,1,1,12,0.06624840781593,2013
"MLI0066",501,59,0,0,1,0,3,2,3,1,1,1,501,0,2,12,0.06624840781593,2013
"MLI0067",501,64,3,4,0,3,4,5,3,9,9,1,501,2,1,12,0.06624840781593,2013
"MLI0068",501,45,0,4,1,0,4,4,3,2,2,2,501,0,2,12,0.06624840781593,2013
"MLI0069",501,42,1,4,3,4,4,4,3,3,3,3,501,0,1,12,0.06624840781593,2013
"MLI0070",501,48,3,4,3,3,4,4,1,9,9,9,501,2,2,12,0.06624840781593,2013
"MLI0071",501,80,3,2,1,0,3,4,2,3,3,2,501,1,1,12,0.06624840781593,2013
"MLI0072",501,32,3,3,2,1,4,9,2,2,1,9,501,1,2,12,0.06624840781593,2013
"MLI0073",501,50,0,0,2,0,2,1,3,1,2,2,512,0,2,12,0.06624840781593,2013
"MLI0074",501,65,1,3,2,0,2,2,1,1,1,1,512,0,1,12,0.06624840781593,2013
"MLI0075",501,58,2,0,4,0,4,2,0,2,9,2,512,0,1,12,0.06624840781593,2013
"MLI0076",501,30,1,0,1,0,4,4,0,9,9,9,512,0,2,12,0.06624840781593,2013
"MLI0077",501,52,1,2,0,0,4,4,3,1,1,1,512,0,1,12,0.06624840781593,2013
"MLI0078",501,36,3,3,3,0,4,4,3,1,1,2,506,0,2,12,0.06624840781593,2013
"MLI0079",501,26,3,2,3,0,4,1,1,1,2,1,512,1,1,12,0.06624840781593,2013
"MLI0080",501,20,3,0,2,0,4,2,2,2,2,1,512,1,2,12,0.06624840781593,2013
"MLI0081",501,48,3,4,3,1,4,1,2,2,3,1,512,1,2,12,0.06624840781593,2013
"MLI0082",501,18,1,2,2,1,4,4,3,1,1,1,514,4,1,12,0.06624840781593,2013
"MLI0083",501,20,2,4,1,1,4,2,1,3,1,3,501,0,2,12,0.06624840781593,2013
"MLI0084",501,48,2,2,0,1,3,1,3,2,2,1,501,1,1,12,0.06624840781593,2013
"MLI0085",501,35,0,0,0,0,0,2,0,9,9,1,501,7,1,12,0.06624840781593,2013
"MLI0086",501,41,3,0,2,0,4,2,3,1,1,9,501,2,2,12,0.06624840781593,2013
"MLI0087",501,40,0,1,2,2,3,4,1,3,3,3,501,3,1,12,0.06624840781593,2013
"MLI0088",501,30,0,0,0,0,2,3,3,1,1,2,504,1,2,12,0.06624840781593,2013
"MLI0089",501,53,3,1,2,0,3,1,3,2,2,2,514,1,1,12,0.06624840781593,2013
"MLI0090",501,40,0,2,2,0,3,3,2,2,1,2,514,0,2,12,0.06624840781593,2013
"MLI0091",501,47,1,3,1,0,4,2,2,1,2,0,514,2,1,12,0.06624840781593,2013
"MLI0092",501,20,0,3,0,0,4,4,3,1,1,1,514,0,2,12,0.06624840781593,2013
"MLI0093",501,28,3,3,2,0,4,1,2,1,0,1,514,1,1,12,0.06624840781593,2013
"MLI0094",501,35,3,3,1,0,4,2,3,2,1,2,514,0,2,12,0.06624840781593,2013
"MLI0095",501,22,0,0,3,0,3,4,3,1,2,1,514,7,1,12,0.06624840781593,2013
"MLI0096",501,35,1,3,1,2,1,4,3,1,2,1,514,1,2,12,0.06624840781593,2013
"MLI0097",501,38,0,0,0,0,4,2,3,3,1,1,511,0,1,12,0.06624840781593,2013
"MLI0098",501,25,3,3,3,0,3,4,3,9,0,0,511,0,2,12,0.06624840781593,2013
"MLI0099",501,27,0,1,3,0,4,2,0,3,1,2,514,5,1,12,0.06624840781593,2013
"MLI0100",501,25,0,0,3,0,1,4,3,3,1,1,501,2,2,12,0.06624840781593,2013
"MLI0101",501,52,0,0,1,0,1,2,3,2,0,0,511,0,1,12,0.06624840781593,2013
"MLI0102",501,20,0,0,0,0,2,1,3,1,1,1,511,0,2,12,0.06624840781593,2013
"MLI0103",501,36,1,0,2,0,2,1,3,2,2,1,511,1,1,12,0.06624840781593,2013
"MLI0104",501,42,3,2,3,0,3,2,3,2,3,1,511,0,2,12,0.06624840781593,2013
"MLI0105",501,18,0,4,0,0,2,4,3,9,2,2,511,0,2,12,0.06624840781593,2013
"MLI0106",501,32,3,4,4,0,4,2,1,1,1,2,511,1,1,12,0.06624840781593,2013
"MLI0107",501,72,0,0,2,0,4,2,3,1,1,2,511,1,1,12,0.06624840781593,2013
"MLI0108",501,30,1,0,0,0,3,2,2,2,2,1,511,0,2,12,0.06624840781593,2013
"MLI0109",501,72,3,3,3,0,4,1,3,9,1,9,511,3,1,12,0.06624840781593,2013
"MLI0110",501,30,3,4,2,0,4,2,2,1,1,9,511,0,2,12,0.06624840781593,2013
"MLI0111",501,19,3,3,3,3,4,4,3,1,9,9,511,0,1,12,0.06624840781593,2013
"MLI0112",501,60,0,3,3,0,4,9,3,1,1,1,511,1,2,12,0.06624840781593,2013
"MLI0113",501,54,1,0,0,1,3,4,3,3,3,0,511,0,1,12,0.06624840781593,2013
"MLI0114",501,45,1,4,2,0,2,4,3,3,2,3,511,0,2,12,0.06624840781593,2013
"MLI0115",501,55,3,3,0,1,4,1,2,1,1,2,511,2,1,12,0.06624840781593,2013
"MLI0116",501,45,3,3,2,0,4,2,0,2,3,2,511,1,2,12,0.06624840781593,2013
"MLI0117",501,53,3,0,3,0,4,9,3,2,1,2,511,0,1,12,0.06624840781593,2013
"MLI0118",501,20,3,3,0,2,4,2,3,1,1,2,511,0,2,12,0.06624840781593,2013
"MLI0119",501,24,0,0,0,0,1,2,3,3,2,2,511,1,1,12,0.06624840781593,2013
"MLI0120",501,45,0,0,0,0,2,5,3,2,2,2,514,4,2,12,0.06624840781593,2013
"MLI0121",501,32,0,0,0,0,3,4,3,1,1,3,511,3,1,12,0.06624840781593,2013
"MLI0122",501,28,3,0,1,0,3,5,3,3,3,1,511,0,2,12,0.06624840781593,2013
"MLI0123",501,65,0,0,2,0,2,4,2,2,2,2,511,0,1,12,0.06624840781593,2013
"MLI0124",501,38,0,0,1,0,2,4,3,1,1,1,511,0,2,12,0.06624840781593,2013
"MLI0125",501,59,3,0,3,0,4,1,3,1,9,9,511,3,1,12,0.06624840781593,2013
"MLI0126",501,40,3,0,2,0,3,4,3,1,2,9,511,0,2,12,0.06624840781593,2013
"MLI0127",501,58,1,0,1,0,4,4,3,1,0,2,511,1,1,12,0.06624840781593,2013
"MLI0128",501,20,3,0,0,0,4,4,3,1,1,0,511,1,2,12,0.06624840781593,2013
"MLI0129",501,56,0,2,1,0,0,2,2,3,2,1,514,2,1,12,0.06624840781593,2013
"MLI0130",501,43,0,0,3,0,3,2,3,1,0,0,514,0,2,12,0.06624840781593,2013
"MLI0131",501,71,3,3,1,0,3,4,3,0,1,1,511,0,1,12,0.06624840781593,2013
"MLI0132",501,45,3,3,1,0,4,2,3,2,1,1,511,0,2,12,0.06624840781593,2013
"MLI0133",501,54,3,3,2,0,4,5,3,1,2,2,514,1,1,12,0.06624840781593,2013
"MLI0134",501,35,3,3,2,0,4,1,3,2,3,1,514,0,2,12,0.06624840781593,2013
"MLI0135",501,49,1,4,3,0,2,4,3,3,1,2,513,1,1,12,0.06624840781593,2013
"MLI0136",501,25,0,4,3,0,3,5,3,2,2,2,513,3,2,12,0.06624840781593,2013
"MLI0137",501,65,1,0,2,0,3,1,3,2,3,3,511,0,1,12,0.06624840781593,2013
"MLI0138",501,18,2,3,3,2,4,4,1,3,1,1,501,2,2,12,0.06624840781593,2013
"MLI0139",501,54,3,3,2,0,4,1,2,2,3,2,514,0,1,12,0.06624840781593,2013
"MLI0140",501,50,4,3,3,0,4,1,2,1,3,2,514,0,2,12,0.06624840781593,2013
"MLI0141",501,52,1,3,4,0,4,1,3,3,3,2,514,1,1,12,0.06624840781593,2013
"MLI0142",501,55,0,4,0,0,3,1,3,3,1,2,514,2,2,12,0.06624840781593,2013
"MLI0143",501,43,3,3,3,0,3,1,3,1,1,1,514,0,1,12,0.06624840781593,2013
"MLI0144",501,40,0,0,0,0,4,1,3,1,1,1,514,0,2,12,0.06624840781593,2013
"MLI0145",501,33,0,0,0,0,0,1,3,2,2,3,517,0,1,12,0.06624840781593,2013
"MLI0146",501,50,0,0,0,3,4,1,0,2,2,2,517,0,2,12,0.06624840781593,2013
"MLI0147",501,34,0,0,0,1,2,1,1,2,2,2,517,2,1,12,0.06624840781593,2013
"MLI0148",501,45,0,2,0,0,2,2,2,1,1,2,517,1,2,12,0.06624840781593,2013
"MLI0149",501,31,2,1,3,0,3,1,0,1,1,1,517,1,1,12,0.06624840781593,2013
"MLI0150",501,43,2,1,2,0,3,3,3,2,1,1,517,1,2,12,0.06624840781593,2013
"MLI0151",501,29,0,0,0,0,3,4,3,0,1,9,517,0,1,12,0.06624840781593,2013
"MLI0152",501,48,3,3,3,2,4,4,3,1,1,1,517,0,2,12,0.06624840781593,2013
"MLI0153",501,30,2,0,0,0,4,2,0,3,3,3,514,0,1,12,0.06624840781593,2013
"MLI0154",501,20,3,2,3,2,4,4,3,1,1,1,514,0,2,12,0.06624840781593,2013
"MLI0155",501,32,2,2,3,2,4,2,3,1,1,3,514,1,1,12,0.06624840781593,2013
"MLI0156",501,21,3,4,0,0,4,4,3,9,9,9,514,0,2,12,0.06624840781593,2013
"MLI0157",501,25,2,3,2,3,2,1,2,2,1,9,514,1,1,12,0.06624840781593,2013
"MLI0158",501,49,0,0,2,0,2,1,1,1,1,2,514,0,2,12,0.06624840781593,2013
"MLI0159",501,59,3,2,3,0,3,3,2,2,1,1,514,1,1,12,0.06624840781593,2013
"MLI0160",501,28,3,0,0,0,3,2,2,2,1,1,514,0,2,12,0.06624840781593,2013
"MLI0161",501,49,2,0,1,0,3,2,9,1,1,2,517,1,1,12,0.06624840781593,2013
"MLI0162",501,28,0,0,0,0,2,1,0,1,1,3,517,0,2,12,0.06624840781593,2013
"MLI0163",501,40,0,0,3,0,2,1,3,1,1,1,517,1,1,12,0.06624840781593,2013
"MLI0164",501,35,0,0,2,0,2,3,2,2,1,2,517,0,2,12,0.06624840781593,2013
"MLI0165",501,40,3,0,2,1,3,1,0,1,2,1,517,1,1,12,0.06624840781593,2013
"MLI0166",501,24,2,1,1,1,1,1,2,1,2,2,517,1,2,12,0.06624840781593,2013
"MLI0167",501,40,3,0,3,3,4,2,0,3,3,3,517,1,1,12,0.06624840781593,2013
"MLI0168",501,32,2,2,4,2,4,4,1,1,1,1,501,3,2,12,0.06624840781593,2013
"MLI0169",501,28,1,0,2,0,2,2,0,2,2,2,511,2,1,12,0.06624840781593,2013
"MLI0170",501,50,0,0,0,0,0,4,0,3,3,3,517,0,2,12,0.06624840781593,2013
"MLI0171",501,26,3,2,2,0,3,1,3,3,2,2,501,0,1,12,0.06624840781593,2013
"MLI0172",501,18,2,2,1,0,2,2,3,2,1,1,517,1,2,12,0.06624840781593,2013
"MLI0173",501,39,0,0,0,2,0,2,2,1,1,2,517,0,1,12,0.06624840781593,2013
"MLI0174",501,42,0,1,2,2,2,1,1,2,1,2,517,0,2,12,0.06624840781593,2013
"MLI0175",501,51,2,2,2,2,4,4,3,2,0,0,517,0,1,12,0.06624840781593,2013
"MLI0176",501,22,3,3,0,3,4,2,3,1,1,9,517,0,2,12,0.06624840781593,2013
"MLI0177",501,55,0,0,2,0,3,2,2,9,9,3,517,0,1,12,0.06624840781593,2013
"MLI0178",501,18,0,0,0,0,1,1,2,1,1,2,517,0,2,12,0.06624840781593,2013
"MLI0179",501,29,0,0,2,0,2,2,0,1,1,2,517,4,1,12,0.06624840781593,2013
"MLI0180",501,30,0,0,2,3,2,1,2,1,1,1,517,0,2,12,0.06624840781593,2013
"MLI0181",501,54,2,0,2,0,2,1,2,1,2,1,517,1,1,12,0.06624840781593,2013
"MLI0182",501,23,2,0,0,0,2,2,2,2,1,1,517,2,2,12,0.06624840781593,2013
"MLI0183",501,26,3,0,0,3,3,4,1,2,2,3,513,3,1,12,0.06624840781593,2013
"MLI0184",501,19,3,0,0,3,4,2,1,1,1,3,501,2,2,12,0.06624840781593,2013
"MLI0185",502,31,0,3,2,0,3,4,3,1,1,1,517,1,1,8,0.155464345398784,2013
"MLI0186",502,36,0,0,0,0,0,4,3,1,1,2,501,1,2,8,0.155464345398784,2013
"MLI0187",502,19,2,2,0,2,2,1,3,3,3,3,501,3,1,8,0.155464345398784,2013
"MLI0188",502,29,4,0,0,0,4,1,1,9,9,9,512,0,2,8,0.155464345398784,2013
"MLI0189",502,45,3,4,3,2,3,1,1,1,1,1,511,4,1,8,0.155464345398784,2013
"MLI0190",502,28,0,0,0,0,2,1,3,1,1,1,511,1,2,8,0.155464345398784,2013
"MLI0191",502,31,0,0,0,0,0,9,0,3,3,3,511,3,1,8,0.155464345398784,2013
"MLI0192",502,21,0,0,0,0,3,5,0,3,3,3,501,1,2,8,0.155464345398784,2013
"MLI0193",502,55,0,0,3,0,3,2,1,2,1,1,512,3,1,8,0.155464345398784,2013
"MLI0194",502,20,0,0,0,0,0,4,3,1,1,1,501,0,2,8,0.155464345398784,2013
"MLI0195",502,68,3,0,3,0,4,4,3,1,1,2,501,0,1,8,0.155464345398784,2013
"MLI0196",502,35,3,3,3,3,3,2,3,0,0,0,511,2,2,8,0.155464345398784,2013
"MLI0197",502,45,4,0,3,0,4,5,3,1,1,1,501,2,1,8,0.155464345398784,2013
"MLI0198",502,40,3,4,2,0,4,9,1,1,1,1,501,0,2,8,0.155464345398784,2013
"MLI0199",502,35,0,0,0,0,3,1,3,3,3,3,501,0,1,8,0.155464345398784,2013
"MLI0200",502,49,0,0,0,0,4,9,3,2,2,2,501,0,2,8,0.155464345398784,2013
"MLI0201",502,38,3,2,2,0,3,1,2,2,1,1,501,0,1,8,0.155464345398784,2013
"MLI0202",502,45,3,3,0,0,3,4,3,1,1,2,501,2,2,8,0.155464345398784,2013
"MLI0203",502,49,1,1,0,0,4,1,3,1,1,1,501,2,1,8,0.155464345398784,2013
"MLI0204",502,60,4,4,0,0,4,1,9,9,9,9,501,0,2,8,0.155464345398784,2013
"MLI0205",502,45,3,0,3,0,3,4,3,3,3,1,501,0,1,8,0.155464345398784,2013
"MLI0206",502,50,3,0,0,0,3,1,3,0,0,0,501,0,2,8,0.155464345398784,2013
"MLI0207",502,61,0,0,0,0,3,5,3,3,3,3,501,1,1,8,0.155464345398784,2013
"MLI0208",502,45,0,0,0,0,2,5,3,3,3,3,501,4,2,8,0.155464345398784,2013
"MLI0209",502,50,2,0,2,0,3,4,3,1,1,2,501,1,1,8,0.155464345398784,2013
"MLI0210",502,30,3,2,3,2,4,4,3,1,0,0,501,1,2,8,0.155464345398784,2013
"MLI0211",502,29,0,0,4,2,2,1,1,2,2,3,501,0,1,8,0.155464345398784,2013
"MLI0212",502,18,0,0,0,0,2,9,9,9,9,9,501,0,2,8,0.155464345398784,2013
"MLI0213",502,26,0,0,0,0,3,2,1,1,1,1,514,0,1,8,0.155464345398784,2013
"MLI0214",502,25,0,0,3,3,3,2,1,1,1,1,514,0,2,8,0.155464345398784,2013
"MLI0215",502,58,0,0,0,0,3,5,3,3,3,3,501,0,1,8,0.155464345398784,2013
"MLI0216",502,62,0,0,0,0,3,1,3,3,3,3,501,0,2,8,0.155464345398784,2013
"MLI0217",502,20,0,0,0,2,3,2,3,1,1,1,501,2,2,8,0.155464345398784,2013
"MLI0218",502,35,2,0,2,0,3,4,3,2,2,2,513,0,1,8,0.155464345398784,2013
"MLI0219",502,18,2,0,0,0,3,4,1,1,1,1,501,2,1,8,0.155464345398784,2013
"MLI0220",502,35,2,0,3,0,0,5,3,3,1,3,501,0,2,8,0.155464345398784,2013
"MLI0221",502,21,0,0,0,0,3,1,3,3,2,0,501,1,1,8,0.155464345398784,2013
"MLI0222",502,34,0,0,0,0,2,1,3,1,1,2,509,8,2,8,0.155464345398784,2013
"MLI0223",502,20,0,0,0,0,2,1,0,3,3,3,501,4,1,8,0.155464345398784,2013
"MLI0224",502,29,0,0,0,0,2,1,0,3,3,3,501,0,2,8,0.155464345398784,2013
"MLI0225",502,29,2,0,0,0,3,4,3,2,2,2,501,2,1,8,0.155464345398784,2013
"MLI0226",502,30,0,0,0,0,3,4,3,1,1,0,501,1,2,8,0.155464345398784,2013
"MLI0227",502,41,3,3,3,0,2,9,3,9,9,9,517,0,1,8,0.155464345398784,2013
"MLI0228",502,35,4,0,0,0,4,9,9,9,9,9,514,0,2,8,0.155464345398784,2013
"MLI0229",502,47,3,3,2,0,3,2,3,1,1,1,514,0,1,8,0.155464345398784,2013
"MLI0230",502,30,0,0,0,0,3,2,3,0,0,0,514,0,2,8,0.155464345398784,2013
"MLI0231",502,45,2,0,2,0,3,5,3,3,3,3,501,0,1,8,0.155464345398784,2013
"MLI0232",502,35,0,0,0,2,2,5,3,3,3,3,511,2,2,8,0.155464345398784,2013
"MLI0233",502,52,0,0,0,0,2,2,3,1,1,1,501,0,1,8,0.155464345398784,2013
"MLI0234",502,26,0,0,0,0,2,4,3,2,1,2,501,0,2,8,0.155464345398784,2013
"MLI0235",502,62,3,0,0,0,4,2,1,9,9,9,501,0,1,8,0.155464345398784,2013
"MLI0236",502,18,0,0,0,0,0,5,3,1,1,1,501,0,2,8,0.155464345398784,2013
"MLI0237",502,28,0,0,0,0,2,2,3,1,2,1,501,0,1,8,0.155464345398784,2013
"MLI0238",502,40,3,0,0,0,3,2,3,1,3,2,501,0,2,8,0.155464345398784,2013
"MLI0239",502,72,0,0,0,0,2,5,0,3,3,3,501,1,1,8,0.155464345398784,2013
"MLI0240",502,39,0,0,0,0,3,5,3,3,3,3,501,2,2,8,0.155464345398784,2013
"MLI0241",502,60,2,0,3,0,3,4,3,2,1,1,511,0,1,8,0.155464345398784,2013
"MLI0242",502,40,0,0,2,2,3,4,3,2,2,2,511,0,2,8,0.155464345398784,2013
"MLI0243",502,59,2,4,0,0,4,1,1,1,1,1,511,3,1,8,0.155464345398784,2013
"MLI0244",502,18,0,0,0,0,2,1,0,3,3,3,514,2,2,8,0.155464345398784,2013
"MLI0245",502,73,3,0,0,0,4,2,3,1,2,0,511,0,1,8,0.155464345398784,2013
"MLI0246",502,32,0,3,0,0,3,2,3,3,3,0,511,0,2,8,0.155464345398784,2013
"MLI0247",502,53,0,0,0,0,2,1,1,3,3,3,511,2,1,8,0.155464345398784,2013
"MLI0248",502,26,0,0,0,0,2,1,0,3,3,3,511,0,2,8,0.155464345398784,2013
"MLI0249",502,80,3,0,3,0,4,1,1,3,3,2,501,0,1,8,0.155464345398784,2013
"MLI0250",502,45,0,0,1,0,3,2,2,1,1,3,504,0,2,8,0.155464345398784,2013
"MLI0251",502,33,2,2,0,3,4,5,3,1,1,1,501,2,1,8,0.155464345398784,2013
"MLI0252",502,18,2,2,4,0,4,1,3,3,1,1,501,2,2,8,0.155464345398784,2013
"MLI0253",502,72,3,3,3,0,3,5,3,3,3,3,501,0,1,8,0.155464345398784,2013
"MLI0254",502,32,0,0,0,0,4,5,3,3,3,3,504,2,2,8,0.155464345398784,2013
"MLI0255",502,30,0,0,0,0,4,5,2,2,2,2,501,5,1,8,0.155464345398784,2013
"MLI0256",502,27,0,0,0,0,4,1,3,2,2,2,501,2,2,8,0.155464345398784,2013
"MLI0257",502,52,2,4,3,0,4,2,0,3,3,2,501,1,1,8,0.155464345398784,2013
"MLI0258",502,41,3,0,2,0,3,2,2,0,0,2,501,3,2,8,0.155464345398784,2013
"MLI0259",502,55,4,0,4,3,2,1,3,1,1,1,501,0,1,8,0.155464345398784,2013
"MLI0260",502,35,2,2,2,2,3,1,1,1,1,1,501,0,2,8,0.155464345398784,2013
"MLI0261",502,56,3,3,0,3,3,5,3,3,3,3,501,0,1,8,0.155464345398784,2013
"MLI0262",502,28,3,0,3,0,3,5,1,1,1,1,501,0,2,8,0.155464345398784,2013
"MLI0263",502,45,0,0,0,0,3,1,3,3,3,3,511,2,1,8,0.155464345398784,2013
"MLI0264",502,44,3,0,0,0,4,5,3,2,2,2,501,4,2,8,0.155464345398784,2013
"MLI0265",502,36,0,4,0,0,0,4,3,0,0,0,505,1,1,8,0.155464345398784,2013
"MLI0266",502,35,0,4,2,0,3,3,3,1,1,1,501,2,2,8,0.155464345398784,2013
"MLI0267",502,33,4,4,4,4,4,5,3,2,2,2,501,0,1,8,0.155464345398784,2013
"MLI0268",502,40,2,2,0,2,2,5,0,2,2,2,513,0,2,8,0.155464345398784,2013
"MLI0269",502,65,3,3,3,3,3,9,0,3,3,3,501,3,1,8,0.155464345398784,2013
"MLI0270",502,40,3,3,3,3,3,5,0,3,3,3,501,2,2,8,0.155464345398784,2013
"MLI0271",502,47,3,4,3,3,4,5,3,3,3,3,501,1,1,8,0.155464345398784,2013
"MLI0272",502,51,0,3,0,3,4,1,3,3,3,3,501,0,2,8,0.155464345398784,2013
"MLI0273",502,29,2,2,2,2,3,1,1,2,2,2,511,8,1,8,0.155464345398784,2013
"MLI0274",502,29,0,3,0,0,3,4,2,2,1,2,501,2,2,8,0.155464345398784,2013
"MLI0275",502,21,2,4,0,2,2,5,3,0,1,1,511,6,1,8,0.155464345398784,2013
"MLI0276",502,18,2,2,0,0,2,5,1,1,1,1,501,4,2,8,0.155464345398784,2013
