"RESP_NO","REGION","Q1","Q6A","Q6B","Q6C","Q6D","Q6E","Q29B","Q37H","Q38A","Q38B","Q38F","Q84A","Q94","Q100","vio_97_21","night_2020mean","year"
"MLI0075",504,25,0,0,0,3,4,1,3,2,2,3,509,5,1,17,0.0498229023172739,2015
"MLI0076",504,34,0,0,0,0,0,1,3,1,1,1,9995,0,2,17,0.0498229023172739,2015
"MLI0077",504,24,0,0,2,0,2,1,3,1,0,0,501,2,1,17,0.0498229023172739,2015
"MLI0078",504,18,0,0,0,0,0,1,3,1,1,1,501,7,2,17,0.0498229023172739,2015
"MLI0079",504,36,2,1,0,3,4,1,3,2,2,2,501,3,2,17,0.0498229023172739,2015
"MLI0080",504,31,0,0,0,0,4,1,1,3,1,2,501,8,1,17,0.0498229023172739,2015
"MLI0081",504,82,1,0,2,0,2,1,0,0,3,2,517,0,1,17,0.0498229023172739,2015
"MLI0082",504,19,3,0,0,0,1,4,1,1,1,2,514,1,2,17,0.0498229023172739,2015
"MLI0083",504,59,0,0,0,0,0,1,1,1,1,1,517,1,1,17,0.0498229023172739,2015
"MLI0084",504,30,0,0,0,0,0,5,3,3,1,3,517,1,2,17,0.0498229023172739,2015
"MLI0085",504,40,3,2,2,0,4,1,3,1,1,1,501,1,1,17,0.0498229023172739,2015
"MLI0086",504,40,0,0,0,0,2,4,3,1,1,1,517,1,2,17,0.0498229023172739,2015
"MLI0087",504,19,2,1,0,1,2,5,3,1,1,1,514,0,2,17,0.0498229023172739,2015
"MLI0088",504,67,4,0,0,0,4,1,3,2,2,3,517,1,1,17,0.0498229023172739,2015
"MLI0089",509,29,2,2,2,2,4,3,3,1,1,1,501,3,2,29,43.1013963312012,2015
"MLI0090",509,45,0,0,0,0,0,1,3,2,2,1,514,0,1,29,43.1013963312012,2015
"MLI0091",509,29,2,0,0,0,3,1,0,3,3,3,519,2,2,29,43.1013963312012,2015
"MLI0092",509,26,0,0,0,0,4,1,3,2,2,2,518,8,1,29,43.1013963312012,2015
"MLI0093",509,51,0,0,1,0,2,1,1,2,1,2,501,6,1,29,43.1013963312012,2015
"MLI0094",509,33,0,0,0,0,2,1,0,3,1,3,517,5,2,29,43.1013963312012,2015
"MLI0095",509,37,2,2,2,2,4,1,3,1,2,1,501,0,1,29,43.1013963312012,2015
"MLI0096",509,26,4,3,3,3,4,1,2,1,1,2,504,6,2,29,43.1013963312012,2015
"MLI0097",509,77,0,0,0,0,0,1,2,1,1,1,517,0,1,29,43.1013963312012,2015
"MLI0098",509,30,0,0,0,0,3,4,2,1,1,1,518,3,2,29,43.1013963312012,2015
"MLI0099",509,24,0,0,0,0,2,1,3,1,1,1,501,2,1,29,43.1013963312012,2015
"MLI0100",509,18,0,0,0,0,1,1,1,3,1,1,518,2,2,29,43.1013963312012,2015
"MLI0101",509,30,0,0,0,0,1,1,0,1,2,9,515,6,1,29,43.1013963312012,2015
"MLI0102",509,26,0,0,0,0,2,2,3,1,1,1,501,1,2,29,43.1013963312012,2015
"MLI0103",509,30,1,2,2,2,4,1,3,1,2,2,501,3,2,29,43.1013963312012,2015
"MLI0104",509,27,2,0,0,1,3,1,1,1,2,1,511,8,1,29,43.1013963312012,2015
"MLI0105",509,26,0,0,0,0,0,1,0,1,2,2,517,7,1,29,43.1013963312012,2015
"MLI0106",509,43,0,0,0,0,2,2,3,0,1,1,501,2,2,29,43.1013963312012,2015
"MLI0107",509,28,0,0,0,0,3,1,3,1,1,3,501,5,2,29,43.1013963312012,2015
"MLI0108",509,42,0,0,0,0,2,2,3,0,1,0,517,1,2,29,43.1013963312012,2015
"MLI0109",509,35,3,3,4,4,4,1,1,1,1,2,518,1,1,29,43.1013963312012,2015
"MLI0110",509,31,0,1,2,3,3,1,3,2,2,1,501,3,1,29,43.1013963312012,2015
"MLI0111",509,65,0,1,2,3,4,1,2,1,1,1,517,1,1,29,43.1013963312012,2015
"MLI0112",509,45,1,2,3,2,4,1,2,2,2,2,501,2,2,29,43.1013963312012,2015
"MLI0113",509,55,0,0,0,0,0,1,1,2,2,2,517,0,2,29,43.1013963312012,2015
"MLI0114",509,21,0,2,1,2,3,1,3,2,2,2,513,4,1,29,43.1013963312012,2015
"MLI0115",509,22,0,0,0,0,2,3,2,2,2,2,501,0,2,29,43.1013963312012,2015
"MLI0116",509,36,0,0,0,0,2,1,3,1,1,1,501,1,2,29,43.1013963312012,2015
"MLI0117",509,51,0,0,0,0,0,1,3,1,1,1,505,1,1,29,43.1013963312012,2015
"MLI0118",509,25,2,3,3,3,4,1,1,2,2,2,501,0,2,29,43.1013963312012,2015
"MLI0119",509,27,0,1,0,2,4,1,1,2,2,2,503,6,1,29,43.1013963312012,2015
"MLI0120",509,40,0,0,1,2,3,1,3,2,2,2,501,0,1,29,43.1013963312012,2015
"MLI0121",509,63,0,0,0,0,0,1,2,1,1,1,506,5,2,29,43.1013963312012,2015
"MLI0122",509,24,0,0,0,0,0,2,2,1,1,2,501,0,2,29,43.1013963312012,2015
"MLI0123",509,67,0,0,0,0,3,2,3,1,1,2,501,0,1,29,43.1013963312012,2015
"MLI0124",509,33,0,0,1,1,2,1,0,3,3,3,501,3,2,29,43.1013963312012,2015
"MLI0125",509,45,0,0,0,0,3,4,3,1,1,2,511,1,2,29,43.1013963312012,2015
"MLI0126",509,29,0,0,0,0,0,4,3,1,1,3,501,1,1,29,43.1013963312012,2015
"MLI0127",509,27,0,0,0,0,1,1,3,1,2,3,516,2,1,29,43.1013963312012,2015
"MLI0128",509,45,1,3,3,3,3,1,3,2,2,1,501,0,1,29,43.1013963312012,2015
"MLI0129",509,26,0,0,0,0,0,1,2,1,1,1,517,7,1,29,43.1013963312012,2015
"MLI0130",509,67,0,0,0,0,3,4,2,1,1,1,517,0,2,29,43.1013963312012,2015
"MLI0131",509,22,0,0,0,0,0,4,2,2,2,2,506,4,1,29,43.1013963312012,2015
"MLI0132",509,29,0,0,0,0,0,1,0,1,2,1,501,4,2,29,43.1013963312012,2015
"MLI0133",509,20,0,0,0,0,0,2,3,2,1,1,511,4,1,29,43.1013963312012,2015
"MLI0134",509,47,0,0,1,2,3,1,0,2,2,1,501,0,2,29,43.1013963312012,2015
"MLI0135",509,29,0,0,0,0,1,1,3,2,2,2,506,2,1,29,43.1013963312012,2015
"MLI0136",509,33,0,2,2,2,2,1,3,2,1,3,501,3,2,29,43.1013963312012,2015
"MLI0137",509,23,0,0,0,0,0,2,2,1,1,1,514,3,1,29,43.1013963312012,2015
"MLI0138",509,22,0,0,0,0,0,2,3,1,3,3,517,3,2,29,43.1013963312012,2015
"MLI0139",509,19,1,0,0,0,3,4,3,0,1,2,517,2,1,29,43.1013963312012,2015
"MLI0140",509,52,0,0,0,0,3,9,3,1,1,1,511,2,2,29,43.1013963312012,2015
"MLI0141",509,50,0,0,1,0,2,1,3,1,2,3,514,1,1,29,43.1013963312012,2015
"MLI0142",509,24,1,1,2,1,3,1,3,3,2,2,501,6,2,29,43.1013963312012,2015
"MLI0143",509,40,0,0,0,0,2,1,3,2,1,2,516,6,1,29,43.1013963312012,2015
"MLI0144",509,43,0,0,1,0,2,4,3,2,2,2,501,0,2,29,43.1013963312012,2015
"MLI0145",509,64,3,0,1,0,3,1,3,3,3,2,512,0,1,29,43.1013963312012,2015
"MLI0146",509,28,0,0,0,0,0,1,2,1,1,2,501,0,2,29,43.1013963312012,2015
"MLI0147",509,24,0,0,0,0,0,2,2,1,1,1,517,7,1,29,43.1013963312012,2015
"MLI0148",509,22,0,0,0,0,0,4,3,2,2,1,517,2,2,29,43.1013963312012,2015
"MLI0149",509,42,2,0,1,0,2,1,2,1,1,1,501,1,1,29,43.1013963312012,2015
"MLI0150",509,22,0,0,0,0,1,1,3,1,1,2,513,6,2,29,43.1013963312012,2015
"MLI0151",509,21,0,0,0,0,2,1,0,2,2,1,501,6,1,29,43.1013963312012,2015
"MLI0152",509,31,0,0,1,2,3,1,3,2,2,2,501,1,2,29,43.1013963312012,2015
"MLI0153",506,51,0,0,0,0,2,1,2,1,3,3,501,8,2,122,0.00163997589695539,2015
"MLI0154",506,18,0,0,0,0,3,5,0,0,2,1,518,2,1,122,0.00163997589695539,2015
"MLI0155",506,25,4,1,0,0,3,1,3,1,0,1,518,5,1,122,0.00163997589695539,2015
"MLI0156",506,65,3,0,1,0,4,1,2,1,2,2,518,3,2,122,0.00163997589695539,2015
"MLI0157",506,26,1,0,0,0,4,1,3,1,3,1,501,5,1,122,0.00163997589695539,2015
"MLI0158",506,30,3,0,0,0,3,4,2,2,1,1,502,1,2,122,0.00163997589695539,2015
"MLI0159",506,20,3,3,0,0,3,4,2,1,1,1,518,4,1,122,0.00163997589695539,2015
"MLI0160",506,24,0,1,1,2,3,4,2,1,2,1,500,5,2,122,0.00163997589695539,2015
"MLI0161",506,35,0,3,3,0,3,1,3,3,3,3,518,2,2,122,0.00163997589695539,2015
"MLI0162",506,43,2,0,4,0,4,1,3,2,1,2,518,1,1,122,0.00163997589695539,2015
"MLI0163",506,28,0,0,0,0,4,1,3,1,1,1,518,1,2,122,0.00163997589695539,2015
"MLI0164",506,65,2,0,0,0,4,4,3,2,2,2,518,1,1,122,0.00163997589695539,2015
"MLI0165",506,21,2,0,0,0,3,4,3,1,1,1,518,3,2,122,0.00163997589695539,2015
"MLI0166",506,48,3,3,1,3,4,1,2,2,2,2,518,1,1,122,0.00163997589695539,2015
"MLI0167",506,56,3,4,3,3,4,2,1,2,2,2,518,1,2,122,0.00163997589695539,2015
"MLI0168",506,42,3,3,3,4,4,2,2,2,2,1,518,0,1,122,0.00163997589695539,2015
"MLI0169",506,24,0,2,0,0,3,4,2,1,1,1,518,1,2,122,0.00163997589695539,2015
"MLI0170",506,56,2,0,1,0,4,1,2,2,2,2,518,1,1,122,0.00163997589695539,2015
"MLI0171",506,44,4,0,0,0,4,4,2,3,1,1,518,1,1,122,0.00163997589695539,2015
"MLI0172",506,45,4,0,0,0,4,4,3,2,2,2,518,0,2,122,0.00163997589695539,2015
"MLI0173",506,52,3,0,0,0,4,5,3,2,2,2,518,1,1,122,0.00163997589695539,2015
"MLI0174",506,74,3,3,3,1,3,2,2,1,1,2,518,1,1,122,0.00163997589695539,2015
"MLI0175",506,46,3,1,3,0,4,1,2,2,2,2,518,1,2,122,0.00163997589695539,2015
"MLI0176",506,24,3,1,3,0,3,4,1,2,2,2,518,1,2,122,0.00163997589695539,2015
"MLI0177",506,35,3,3,3,3,3,5,3,3,2,2,518,1,2,122,0.00163997589695539,2015
"MLI0178",506,56,0,1,1,0,3,2,1,0,0,0,518,0,1,122,0.00163997589695539,2015
"MLI0179",506,28,3,3,0,0,4,1,2,2,2,3,518,1,2,122,0.00163997589695539,2015
"MLI0180",506,65,0,3,0,0,4,1,3,1,2,2,518,1,1,122,0.00163997589695539,2015
"MLI0181",506,50,2,4,0,0,4,4,3,1,1,1,518,1,2,122,0.00163997589695539,2015
"MLI0182",506,65,3,3,3,0,3,4,1,1,1,1,518,1,1,122,0.00163997589695539,2015
"MLI0183",506,40,3,3,3,0,3,4,2,1,1,1,518,1,2,122,0.00163997589695539,2015
"MLI0184",506,74,3,3,3,0,3,1,1,2,2,2,518,0,1,122,0.00163997589695539,2015
"MLI0185",506,28,0,0,2,0,4,1,2,2,2,2,514,1,2,122,0.00163997589695539,2015
"MLI0186",506,65,0,0,0,0,1,1,3,0,0,1,514,1,1,122,0.00163997589695539,2015
"MLI0187",506,50,4,0,0,0,4,1,3,2,2,2,501,3,1,122,0.00163997589695539,2015
"MLI0188",506,28,3,0,0,0,4,1,3,1,1,1,501,3,2,122,0.00163997589695539,2015
"MLI0189",506,66,3,1,1,0,4,1,3,1,1,1,518,1,1,122,0.00163997589695539,2015
"MLI0190",506,38,1,1,1,3,3,4,3,2,1,2,518,1,2,122,0.00163997589695539,2015
"MLI0191",506,67,0,3,1,1,4,1,3,1,1,1,501,1,1,122,0.00163997589695539,2015
"MLI0192",506,42,3,0,1,2,2,2,3,2,2,2,518,1,2,122,0.00163997589695539,2015
"MLI0193",506,19,0,0,1,0,3,5,3,9,9,9,514,0,2,122,0.00163997589695539,2015
"MLI0194",506,39,0,2,4,0,4,5,3,0,0,3,514,1,1,122,0.00163997589695539,2015
"MLI0195",506,22,1,4,3,0,4,1,2,1,1,1,518,2,2,122,0.00163997589695539,2015
"MLI0196",506,56,2,0,1,0,4,1,3,1,1,1,518,1,1,122,0.00163997589695539,2015
"MLI0197",506,48,4,3,3,0,4,2,2,2,2,1,518,0,2,122,0.00163997589695539,2015
"MLI0198",506,28,3,0,3,1,4,5,1,2,2,2,514,1,1,122,0.00163997589695539,2015
"MLI0199",506,29,1,1,1,0,3,4,1,2,2,2,514,0,1,122,0.00163997589695539,2015
"MLI0200",506,20,1,1,3,0,3,2,1,1,1,1,514,1,2,122,0.00163997589695539,2015
"MLI0201",506,57,3,4,4,0,4,5,0,0,0,0,514,1,2,122,0.00163997589695539,2015
"MLI0202",506,48,2,4,3,2,4,3,0,9,9,9,514,2,1,122,0.00163997589695539,2015
"MLI0203",506,28,3,3,2,0,4,1,2,1,1,1,518,3,1,122,0.00163997589695539,2015
"MLI0204",506,29,4,2,1,0,4,3,3,1,1,1,518,1,2,122,0.00163997589695539,2015
"MLI0205",506,52,3,4,1,0,4,4,3,1,1,1,518,3,1,122,0.00163997589695539,2015
"MLI0206",506,38,3,4,4,1,4,4,3,1,1,2,514,1,2,122,0.00163997589695539,2015
"MLI0207",506,60,4,4,4,3,4,4,3,2,2,2,514,2,1,122,0.00163997589695539,2015
"MLI0208",506,30,4,4,4,1,4,4,3,1,1,2,514,1,2,122,0.00163997589695539,2015
"MLI0209",507,67,0,0,0,0,3,2,3,2,1,2,518,1,1,175,0.00474490039754927,2015
"MLI0210",507,33,0,0,0,0,3,1,2,3,2,1,518,2,2,175,0.00474490039754927,2015
"MLI0211",507,26,0,0,0,0,2,1,2,3,3,3,518,2,1,175,0.00474490039754927,2015
"MLI0212",507,25,0,0,0,0,2,1,2,3,2,2,518,2,2,175,0.00474490039754927,2015
"MLI0213",507,54,2,0,0,0,3,3,3,0,0,0,518,1,1,175,0.00474490039754927,2015
"MLI0214",507,52,1,0,0,0,2,1,3,1,1,0,518,2,2,175,0.00474490039754927,2015
"MLI0215",507,74,2,0,0,1,4,1,3,0,0,0,518,1,1,175,0.00474490039754927,2015
"MLI0216",507,36,1,0,0,0,3,1,3,0,0,0,518,1,2,175,0.00474490039754927,2015
"MLI0217",507,25,0,2,0,0,2,5,0,3,1,1,518,5,1,175,0.00474490039754927,2015
"MLI0218",507,30,0,0,0,0,3,1,1,1,2,2,518,1,2,175,0.00474490039754927,2015
"MLI0219",507,64,2,0,3,0,3,3,3,2,2,2,518,1,1,175,0.00474490039754927,2015
"MLI0220",507,45,2,0,0,0,3,2,3,2,3,2,518,2,2,175,0.00474490039754927,2015
"MLI0221",507,40,2,0,2,0,3,1,3,1,1,2,518,1,1,175,0.00474490039754927,2015
"MLI0222",507,38,2,0,2,2,3,1,3,1,1,1,518,2,2,175,0.00474490039754927,2015
"MLI0223",507,25,2,0,3,1,4,1,3,2,1,1,518,2,1,175,0.00474490039754927,2015
"MLI0224",507,58,2,0,1,2,3,1,3,1,1,1,518,1,2,175,0.00474490039754927,2015
"MLI0225",507,45,0,0,0,0,3,1,3,3,3,3,518,2,1,175,0.00474490039754927,2015
"MLI0226",507,20,0,0,0,0,2,1,3,0,0,0,518,2,2,175,0.00474490039754927,2015
"MLI0227",507,54,0,0,1,0,2,1,3,1,1,1,518,0,1,175,0.00474490039754927,2015
"MLI0228",507,35,0,0,0,0,3,1,3,0,0,0,518,0,2,175,0.00474490039754927,2015
"MLI0229",507,30,1,4,2,0,3,1,3,1,1,1,518,1,2,175,0.00474490039754927,2015
"MLI0230",507,60,2,4,3,2,4,1,3,1,1,0,518,1,1,175,0.00474490039754927,2015
"MLI0231",507,44,0,0,0,1,2,3,3,1,1,1,518,1,2,175,0.00474490039754927,2015
"MLI0232",507,25,2,0,2,2,4,1,3,2,2,0,518,1,1,175,0.00474490039754927,2015
"MLI0233",507,76,0,3,2,0,3,2,0,3,2,3,518,2,1,175,0.00474490039754927,2015
"MLI0234",507,35,2,2,0,0,3,1,3,3,1,1,502,2,2,175,0.00474490039754927,2015
"MLI0235",507,29,0,0,0,0,0,1,0,2,3,3,518,8,1,175,0.00474490039754927,2015
"MLI0236",507,27,0,2,1,0,3,1,1,2,2,2,518,2,2,175,0.00474490039754927,2015
"MLI0237",507,29,0,0,1,2,3,1,3,1,1,1,518,3,1,175,0.00474490039754927,2015
"MLI0238",507,20,3,3,2,2,3,1,2,1,0,1,518,1,2,175,0.00474490039754927,2015
"MLI0239",507,56,1,1,2,2,3,2,2,1,0,1,518,3,1,175,0.00474490039754927,2015
"MLI0240",507,42,2,3,2,2,4,2,0,3,3,3,519,3,2,175,0.00474490039754927,2015
"MLI0241",507,70,0,0,0,0,0,1,3,0,0,0,518,1,1,175,0.00474490039754927,2015
"MLI0242",507,44,1,0,0,0,0,1,3,3,3,3,518,3,2,175,0.00474490039754927,2015
"MLI0243",507,37,0,0,0,0,0,1,3,3,3,3,518,2,1,175,0.00474490039754927,2015
"MLI0244",507,50,0,0,0,0,0,2,3,2,1,2,518,1,2,175,0.00474490039754927,2015
"MLI0245",507,63,0,0,1,0,2,1,2,2,2,2,518,1,1,175,0.00474490039754927,2015
"MLI0246",507,36,0,0,0,2,2,1,3,1,1,2,518,1,2,175,0.00474490039754927,2015
"MLI0247",507,70,0,2,0,0,2,1,1,2,2,2,518,1,1,175,0.00474490039754927,2015
"MLI0248",507,54,3,4,1,3,3,1,2,3,2,2,518,3,2,175,0.00474490039754927,2015
"MLI0249",507,34,1,3,1,0,1,1,3,2,2,2,518,2,1,175,0.00474490039754927,2015
"MLI0250",507,34,3,0,2,0,4,1,3,3,3,1,518,0,2,175,0.00474490039754927,2015
"MLI0251",507,30,2,2,1,0,2,1,3,1,3,3,518,0,1,175,0.00474490039754927,2015
"MLI0252",507,20,2,0,0,0,3,1,3,3,3,2,518,0,2,175,0.00474490039754927,2015
"MLI0253",507,65,3,4,3,3,4,1,3,1,1,2,518,1,1,175,0.00474490039754927,2015
"MLI0254",507,35,3,4,1,1,4,1,2,2,2,2,518,0,2,175,0.00474490039754927,2015
"MLI0255",507,56,4,4,2,2,3,1,3,1,2,2,518,1,1,175,0.00474490039754927,2015
"MLI0256",507,35,4,4,3,3,4,1,2,2,2,2,518,1,2,175,0.00474490039754927,2015
"MLI0257",508,28,0,0,0,0,3,5,3,2,0,0,519,1,1,205,0.00122332608039639,2015
"MLI0258",508,32,1,1,2,0,4,2,0,2,1,0,519,1,2,205,0.00122332608039639,2015
"MLI0259",508,26,1,2,2,1,1,2,0,1,2,1,519,1,1,205,0.00122332608039639,2015
"MLI0260",508,35,0,2,3,1,4,5,3,3,3,3,519,0,2,205,0.00122332608039639,2015
"MLI0261",508,34,0,4,0,0,4,1,0,0,3,3,519,0,1,205,0.00122332608039639,2015
"MLI0262",508,35,4,4,0,2,4,5,3,3,3,3,519,0,2,205,0.00122332608039639,2015
"MLI0263",508,45,1,4,4,2,4,5,2,3,3,3,519,1,1,205,0.00122332608039639,2015
"MLI0264",508,38,1,4,4,3,4,1,0,3,3,3,500,4,2,205,0.00122332608039639,2015
"MLI0265",508,22,0,0,0,0,3,5,3,3,3,3,500,2,1,205,0.00122332608039639,2015
"MLI0266",508,33,0,3,2,0,3,5,0,2,2,3,519,2,2,205,0.00122332608039639,2015
"MLI0267",508,30,2,2,2,0,3,5,3,0,0,0,519,5,1,205,0.00122332608039639,2015
"MLI0268",508,27,0,0,2,0,3,5,3,0,0,0,519,2,2,205,0.00122332608039639,2015
"MLI0269",508,55,0,3,1,2,4,1,3,1,1,2,519,3,1,205,0.00122332608039639,2015
"MLI0270",508,30,1,1,0,0,3,1,1,2,2,2,519,2,2,205,0.00122332608039639,2015
"MLI0271",508,36,0,3,1,2,3,1,3,1,1,2,519,1,1,205,0.00122332608039639,2015
"MLI0272",508,50,1,2,1,1,3,1,3,1,1,2,519,2,2,205,0.00122332608039639,2015
