"RESP_NO","REGION","Q1","Q6A","Q6B","Q6C","Q6D","Q6E","Q29B","Q37H","Q38A","Q38B","Q38F","Q84A","Q94","Q100","vio_97_21","night_2020mean","year"
"MLI0091",509,18,0,0,0,0,1,1,3,1,2,2,513,2,2,60,55.1076183612029,2021
"MLI0092",509,40,0,0,1,2,2,1,3,2,2,3,509,8,1,60,55.1076183612029,2021
"MLI0093",509,19,3,2,1,2,4,1,3,1,2,1,507,0,1,60,55.1076183612029,2021
"MLI0094",509,52,2,3,3,3,4,1,1,3,3,2,513,2,1,60,55.1076183612029,2021
"MLI0095",509,48,0,0,0,0,2,1,3,3,2,2,501,0,1,60,55.1076183612029,2021
"MLI0096",509,21,0,0,3,2,4,1,3,3,3,9,501,0,1,60,55.1076183612029,2021
"MLI0097",509,20,0,1,1,2,4,1,2,3,3,3,507,5,1,60,55.1076183612029,2021
"MLI0098",509,37,2,0,3,3,3,1,1,3,3,3,509,5,1,60,55.1076183612029,2021
"MLI0099",509,30,0,0,0,1,3,1,3,3,3,3,516,5,2,60,55.1076183612029,2021
"MLI0100",509,37,0,0,0,0,2,1,2,0,0,0,501,8,2,60,55.1076183612029,2021
"MLI0101",509,60,0,0,0,2,1,1,3,1,1,1,501,2,2,60,55.1076183612029,2021
"MLI0102",509,48,0,0,0,0,1,1,3,1,1,2,503,2,1,60,55.1076183612029,2021
"MLI0103",509,68,0,0,0,0,2,1,3,0,1,2,513,0,2,60,55.1076183612029,2021
"MLI0104",509,28,0,0,0,0,3,1,3,3,3,3,501,4,2,60,55.1076183612029,2021
"MLI0105",509,56,0,0,0,0,0,1,3,2,2,2,516,0,2,60,55.1076183612029,2021
"MLI0106",509,46,2,0,4,0,4,2,0,3,3,3,501,3,2,60,55.1076183612029,2021
"MLI0107",509,29,0,0,0,2,4,1,3,9,1,0,509,2,2,60,55.1076183612029,2021
"MLI0108",509,28,0,0,0,0,3,2,3,3,2,3,501,4,1,60,55.1076183612029,2021
"MLI0109",509,23,0,0,0,0,2,2,2,1,0,3,501,7,2,60,55.1076183612029,2021
"MLI0110",509,18,0,0,0,0,0,1,3,1,1,2,509,4,2,60,55.1076183612029,2021
"MLI0111",509,28,0,3,2,1,2,1,3,2,1,2,501,0,2,60,55.1076183612029,2021
"MLI0112",509,33,3,4,4,4,4,1,2,3,3,3,513,2,1,60,55.1076183612029,2021
"MLI0113",509,45,1,1,3,0,3,1,3,2,2,2,517,3,1,60,55.1076183612029,2021
"MLI0114",509,18,3,4,2,0,4,1,2,3,3,1,501,3,1,60,55.1076183612029,2021
"MLI0115",509,23,0,0,1,0,0,1,3,1,2,3,501,8,2,60,55.1076183612029,2021
"MLI0116",509,38,2,0,0,0,4,1,3,1,1,2,501,9,1,60,55.1076183612029,2021
"MLI0117",509,26,2,2,2,0,2,2,2,1,3,0,517,1,1,60,55.1076183612029,2021
"MLI0118",509,26,3,3,3,3,4,1,3,1,1,1,501,7,1,60,55.1076183612029,2021
"MLI0119",509,32,0,0,0,0,4,1,3,1,1,1,513,6,1,60,55.1076183612029,2021
"MLI0120",509,28,3,2,2,1,4,4,2,3,3,1,505,0,1,60,55.1076183612029,2021
"MLI0121",509,26,2,0,0,0,2,3,3,0,1,3,517,0,1,60,55.1076183612029,2021
"MLI0122",509,18,0,0,0,2,4,4,3,1,1,1,517,2,1,60,55.1076183612029,2021
"MLI0123",509,27,0,0,0,2,4,1,3,2,1,3,501,3,2,60,55.1076183612029,2021
"MLI0124",509,20,0,0,0,0,0,1,3,1,1,1,501,2,2,60,55.1076183612029,2021
"MLI0125",509,53,2,3,3,3,4,5,0,2,2,2,501,0,1,60,55.1076183612029,2021
"MLI0126",509,38,3,2,2,0,3,5,3,3,1,3,501,0,2,60,55.1076183612029,2021
"MLI0127",509,20,1,1,1,2,2,1,3,1,9,2,503,2,2,60,55.1076183612029,2021
"MLI0128",503,24,0,3,0,0,2,4,2,1,1,0,501,0,1,39,0.0571139595521401,2021
"MLI0129",503,30,0,0,0,0,4,3,3,0,0,0,501,0,2,39,0.0571139595521401,2021
"MLI0130",503,28,2,3,3,0,3,5,3,0,1,1,501,4,1,39,0.0571139595521401,2021
"MLI0131",503,45,2,4,1,0,3,2,1,1,9,0,509,0,2,39,0.0571139595521401,2021
"MLI0132",509,37,0,0,0,0,2,5,0,2,2,2,516,4,2,60,55.1076183612029,2021
"MLI0133",509,33,0,0,0,0,1,1,2,2,2,2,501,2,2,60,55.1076183612029,2021
"MLI0134",509,28,0,0,0,0,2,1,2,1,2,1,505,5,1,60,55.1076183612029,2021
"MLI0135",509,33,2,0,2,0,3,5,0,3,3,3,513,5,2,60,55.1076183612029,2021
"MLI0136",509,22,0,4,1,3,4,1,3,3,2,3,516,4,1,60,55.1076183612029,2021
"MLI0137",509,20,2,1,0,2,3,4,0,1,1,2,501,7,2,60,55.1076183612029,2021
"MLI0138",509,50,2,2,2,3,4,4,1,1,0,0,513,1,2,60,55.1076183612029,2021
"MLI0139",509,38,2,2,3,0,4,4,3,8,0,1,501,0,2,60,55.1076183612029,2021
"MLI0140",509,37,0,2,1,0,3,3,3,3,3,3,501,0,2,60,55.1076183612029,2021
"MLI0141",509,29,0,0,0,0,0,1,3,1,1,1,501,0,1,60,55.1076183612029,2021
"MLI0142",509,47,2,2,2,2,4,1,3,9,0,2,501,0,1,60,55.1076183612029,2021
"MLI0143",509,41,4,2,3,2,4,1,3,2,3,1,517,3,1,60,55.1076183612029,2021
"MLI0144",509,18,0,2,1,0,2,1,3,2,2,2,516,4,1,60,55.1076183612029,2021
"MLI0145",509,37,0,0,0,0,2,1,2,2,2,2,505,5,1,60,55.1076183612029,2021
"MLI0146",509,20,0,1,0,3,4,1,3,9,9,9,515,8,2,60,55.1076183612029,2021
"MLI0147",509,23,0,0,0,0,2,1,3,1,1,1,501,8,1,60,55.1076183612029,2021
"MLI0148",509,31,0,2,2,0,4,5,0,2,1,3,503,0,1,60,55.1076183612029,2021
"MLI0149",503,58,0,4,4,0,4,2,0,3,3,3,501,0,2,39,0.0571139595521401,2021
"MLI0150",509,35,0,1,2,2,2,2,3,3,2,2,501,5,1,60,55.1076183612029,2021
"MLI0151",503,51,2,2,2,0,4,2,2,2,1,2,501,0,1,39,0.0571139595521401,2021
"MLI0152",503,53,0,4,4,0,4,5,3,3,3,3,501,2,1,39,0.0571139595521401,2021
"MLI0153",509,32,0,0,0,0,2,1,3,3,3,1,501,8,1,60,55.1076183612029,2021
"MLI0154",503,40,0,0,3,0,4,3,3,1,1,2,513,0,2,39,0.0571139595521401,2021
"MLI0155",505,44,0,0,1,0,3,1,2,1,1,1,504,0,1,1357,0.0311674084375282,2021
"MLI0156",509,39,2,2,0,0,2,5,3,1,1,1,503,3,2,60,55.1076183612029,2021
"MLI0157",503,25,0,0,0,2,4,1,3,3,3,3,515,5,1,39,0.0571139595521401,2021
"MLI0158",505,57,3,3,3,3,3,3,2,1,1,1,504,0,2,1357,0.0311674084375282,2021
"MLI0159",503,45,1,0,2,0,4,2,0,2,3,3,501,0,2,39,0.0571139595521401,2021
"MLI0160",503,58,0,0,0,0,0,1,3,1,1,9,501,8,1,39,0.0571139595521401,2021
"MLI0161",503,66,0,0,0,0,0,5,3,3,3,3,515,0,2,39,0.0571139595521401,2021
"MLI0162",509,35,3,0,0,0,4,1,3,3,9,0,501,0,2,60,55.1076183612029,2021
"MLI0163",505,20,3,0,4,4,4,4,0,2,2,2,504,0,2,1357,0.0311674084375282,2021
"MLI0164",509,64,3,0,2,1,4,3,3,2,2,1,513,0,2,60,55.1076183612029,2021
"MLI0165",509,49,0,0,1,0,3,1,3,3,2,3,513,5,1,60,55.1076183612029,2021
"MLI0166",509,66,0,0,0,0,2,1,3,3,2,3,509,3,1,60,55.1076183612029,2021
"MLI0167",509,53,0,0,0,0,3,5,2,3,3,3,501,6,1,60,55.1076183612029,2021
"MLI0168",509,32,1,2,1,2,4,1,3,9,9,1,503,6,2,60,55.1076183612029,2021
"MLI0169",509,26,0,1,0,0,2,1,2,2,2,2,517,2,2,60,55.1076183612029,2021
"MLI0170",509,30,2,0,0,0,2,5,3,3,3,1,501,6,1,60,55.1076183612029,2021
"MLI0171",505,21,0,0,0,0,2,1,3,3,3,3,501,1,1,1357,0.0311674084375282,2021
"MLI0172",505,20,3,1,3,3,4,1,3,3,3,2,517,2,2,1357,0.0311674084375282,2021
"MLI0173",505,53,0,3,2,2,3,2,3,3,3,3,516,6,1,1357,0.0311674084375282,2021
"MLI0174",505,48,0,0,0,0,0,1,1,3,3,3,517,7,2,1357,0.0311674084375282,2021
"MLI0175",505,35,1,3,2,4,3,1,3,0,0,1,505,0,2,1357,0.0311674084375282,2021
"MLI0176",505,32,0,2,0,1,2,1,3,0,1,0,501,3,1,1357,0.0311674084375282,2021
"MLI0177",503,33,0,0,0,0,2,1,3,0,1,1,501,2,2,39,0.0571139595521401,2021
"MLI0178",505,30,3,2,3,2,4,1,2,1,1,1,504,0,2,1357,0.0311674084375282,2021
"MLI0179",509,48,0,1,3,4,3,4,1,2,2,2,516,2,2,60,55.1076183612029,2021
"MLI0180",503,22,0,2,0,0,2,5,3,2,2,2,509,5,1,39,0.0571139595521401,2021
"MLI0181",509,31,0,0,0,0,2,1,1,1,1,1,509,8,1,60,55.1076183612029,2021
"MLI0182",503,22,0,0,0,0,0,1,3,3,2,3,501,6,1,39,0.0571139595521401,2021
"MLI0183",505,41,0,3,0,0,2,4,2,1,1,1,504,0,1,1357,0.0311674084375282,2021
"MLI0184",509,27,3,2,4,4,4,4,1,3,3,2,501,8,1,60,55.1076183612029,2021
"MLI0185",509,30,0,0,1,0,2,1,3,1,1,2,503,4,1,60,55.1076183612029,2021
"MLI0186",505,48,2,2,2,2,3,1,3,1,1,1,504,0,1,1357,0.0311674084375282,2021
"MLI0187",503,18,0,0,0,0,4,5,3,3,3,3,501,4,2,39,0.0571139595521401,2021
"MLI0188",509,52,0,0,0,0,3,2,3,2,1,2,511,2,2,60,55.1076183612029,2021
"MLI0189",505,62,1,1,1,1,2,2,0,2,2,2,517,8,1,1357,0.0311674084375282,2021
"MLI0190",502,25,2,1,0,3,3,1,3,1,1,1,516,0,2,49,0.238176564560548,2021
"MLI0191",502,26,0,2,2,2,4,1,3,1,1,1,501,0,2,49,0.238176564560548,2021
"MLI0192",502,30,0,3,3,3,3,1,3,1,1,3,501,0,2,49,0.238176564560548,2021
"MLI0193",502,40,2,3,4,3,4,1,3,2,2,2,501,0,2,49,0.238176564560548,2021
"MLI0194",505,70,0,0,0,0,3,1,2,1,1,1,504,0,1,1357,0.0311674084375282,2021
"MLI0195",505,20,0,4,0,0,3,4,2,1,1,1,504,0,2,1357,0.0311674084375282,2021
"MLI0196",509,38,0,2,2,2,3,5,3,1,1,1,511,3,2,60,55.1076183612029,2021
"MLI0197",509,21,0,0,0,0,2,4,3,2,2,2,501,4,2,60,55.1076183612029,2021
"MLI0198",502,18,0,0,1,3,4,2,3,0,1,1,501,3,1,49,0.238176564560548,2021
"MLI0199",509,42,1,1,0,0,2,1,3,2,2,2,517,5,2,60,55.1076183612029,2021
"MLI0200",505,35,0,2,0,2,2,2,1,1,1,1,518,0,2,1357,0.0311674084375282,2021
"MLI0201",509,31,3,2,3,4,4,1,0,1,1,2,503,0,2,60,55.1076183612029,2021
"MLI0202",505,45,1,1,1,1,2,1,3,2,2,2,517,4,2,1357,0.0311674084375282,2021
"MLI0203",502,19,0,0,1,1,3,1,3,1,2,3,501,0,1,49,0.238176564560548,2021
"MLI0204",509,49,0,0,0,0,2,3,0,2,2,2,501,4,1,60,55.1076183612029,2021
"MLI0205",502,36,0,2,0,2,3,5,3,0,0,1,501,2,1,49,0.238176564560548,2021
"MLI0206",502,19,0,0,0,0,3,1,3,2,3,3,501,0,1,49,0.238176564560548,2021
"MLI0207",509,18,0,0,0,0,3,1,3,1,1,1,516,6,1,60,55.1076183612029,2021
"MLI0208",509,53,0,0,0,0,2,1,3,2,0,2,501,4,1,60,55.1076183612029,2021
"MLI0209",509,24,0,0,0,0,0,1,2,1,3,3,509,5,1,60,55.1076183612029,2021
"MLI0210",505,19,1,0,1,2,2,5,3,2,2,2,514,2,1,1357,0.0311674084375282,2021
"MLI0211",505,25,1,0,2,2,3,2,3,1,2,1,517,0,1,1357,0.0311674084375282,2021
"MLI0212",505,59,0,0,0,0,1,2,3,1,2,2,501,9,1,1357,0.0311674084375282,2021
"MLI0213",502,60,2,2,0,2,3,2,9,9,9,9,501,0,2,49,0.238176564560548,2021
"MLI0214",505,60,2,0,1,1,3,2,3,1,1,1,510,4,2,1357,0.0311674084375282,2021
"MLI0215",503,76,0,3,3,0,3,1,3,3,3,3,513,1,1,39,0.0571139595521401,2021
"MLI0216",503,54,0,0,2,0,2,4,3,9,0,0,513,0,1,39,0.0571139595521401,2021
"MLI0217",503,34,0,0,0,0,2,2,3,1,9,2,9995,0,2,39,0.0571139595521401,2021
"MLI0218",503,24,0,0,0,0,1,2,3,0,0,1,513,0,2,39,0.0571139595521401,2021
"MLI0219",502,45,0,4,4,4,4,3,1,3,3,3,501,0,2,49,0.238176564560548,2021
"MLI0220",502,18,0,2,0,0,2,1,1,1,1,2,501,0,2,49,0.238176564560548,2021
"MLI0221",502,40,0,3,4,3,4,2,1,0,0,0,501,0,2,49,0.238176564560548,2021
"MLI0222",505,32,1,0,1,1,1,2,3,1,1,1,501,4,2,1357,0.0311674084375282,2021
"MLI0223",502,42,0,2,0,3,2,4,3,0,0,3,501,3,1,49,0.238176564560548,2021
"MLI0224",502,27,0,2,0,2,3,5,2,1,1,1,517,1,1,49,0.238176564560548,2021
"MLI0225",503,32,2,2,2,2,4,1,2,1,1,1,513,0,2,39,0.0571139595521401,2021
"MLI0226",502,40,0,0,0,1,4,1,0,1,0,2,501,5,1,49,0.238176564560548,2021
"MLI0227",503,35,0,4,0,0,2,2,2,0,1,2,513,0,1,39,0.0571139595521401,2021
"MLI0228",503,58,0,3,3,0,4,1,3,0,0,0,513,0,1,39,0.0571139595521401,2021
"MLI0229",502,32,3,2,2,2,4,4,1,1,2,3,501,0,1,49,0.238176564560548,2021
"MLI0230",503,30,2,3,3,0,4,9,1,9,3,3,513,0,2,39,0.0571139595521401,2021
"MLI0231",505,38,0,0,1,0,3,1,3,2,2,2,513,0,2,1357,0.0311674084375282,2021
"MLI0232",505,21,0,2,0,0,2,1,3,1,1,1,513,2,1,1357,0.0311674084375282,2021
"MLI0233",505,35,0,2,4,4,4,4,3,1,1,0,513,0,2,1357,0.0311674084375282,2021
"MLI0234",505,34,0,2,3,2,3,4,3,1,0,0,513,0,1,1357,0.0311674084375282,2021
"MLI0235",505,60,2,0,0,0,4,1,2,1,1,1,501,0,2,1357,0.0311674084375282,2021
"MLI0236",505,37,0,2,0,2,4,3,3,2,1,3,501,0,2,1357,0.0311674084375282,2021
"MLI0237",505,35,0,0,1,0,4,1,2,2,2,1,514,0,1,1357,0.0311674084375282,2021
"MLI0238",505,61,0,0,0,2,1,1,0,3,3,3,513,3,1,1357,0.0311674084375282,2021
"MLI0239",505,46,0,0,0,0,2,2,3,1,1,1,504,0,1,1357,0.0311674084375282,2021
"MLI0240",502,22,3,1,2,1,3,2,3,0,0,9,513,2,2,49,0.238176564560548,2021
"MLI0241",505,53,0,0,0,0,3,1,3,1,1,1,513,0,1,1357,0.0311674084375282,2021
"MLI0242",502,40,3,2,0,1,3,1,2,0,0,0,513,0,2,49,0.238176564560548,2021
"MLI0243",502,45,0,3,0,0,3,5,3,2,1,0,501,4,2,49,0.238176564560548,2021
"MLI0244",502,45,3,3,3,3,3,3,2,1,3,3,513,0,2,49,0.238176564560548,2021
"MLI0245",502,30,2,2,3,2,4,1,3,0,0,0,513,0,1,49,0.238176564560548,2021
"MLI0246",503,38,0,0,2,0,2,1,3,1,1,1,513,0,1,39,0.0571139595521401,2021
"MLI0247",503,22,0,3,0,0,3,1,3,1,1,2,513,2,2,39,0.0571139595521401,2021
"MLI0248",502,32,0,4,2,1,4,1,0,2,2,1,513,2,1,49,0.238176564560548,2021
"MLI0249",502,60,4,2,3,4,4,5,3,1,1,0,513,0,1,49,0.238176564560548,2021
"MLI0250",505,45,1,2,2,3,4,1,0,3,3,3,513,0,2,1357,0.0311674084375282,2021
"MLI0251",505,30,1,3,2,0,2,4,1,2,2,2,513,2,2,1357,0.0311674084375282,2021
"MLI0252",505,51,0,0,0,2,3,2,2,1,3,1,513,0,1,1357,0.0311674084375282,2021
"MLI0253",503,43,0,3,4,0,4,5,2,9,3,3,501,1,1,39,0.0571139595521401,2021
"MLI0254",505,29,0,0,0,0,2,5,2,3,3,0,501,2,2,1357,0.0311674084375282,2021
"MLI0255",503,44,0,0,0,0,3,1,3,0,9,0,501,0,2,39,0.0571139595521401,2021
"MLI0256",502,49,0,0,0,0,3,1,3,0,0,0,513,0,1,49,0.238176564560548,2021
"MLI0257",503,31,0,2,0,0,3,2,2,1,1,1,513,0,2,39,0.0571139595521401,2021
"MLI0258",503,33,0,0,0,0,2,4,3,0,0,3,513,3,1,39,0.0571139595521401,2021
"MLI0259",505,35,0,0,0,0,3,2,3,0,0,0,517,6,1,1357,0.0311674084375282,2021
"MLI0260",503,45,0,0,4,0,4,5,3,0,1,3,513,1,2,39,0.0571139595521401,2021
"MLI0261",505,32,0,0,0,2,2,2,3,0,0,1,513,3,2,1357,0.0311674084375282,2021
"MLI0262",505,75,2,0,2,2,2,5,3,2,2,2,513,3,1,1357,0.0311674084375282,2021
"MLI0263",504,20,0,0,0,0,1,1,3,3,0,3,513,0,2,226,0.0836327634784406,2021
"MLI0264",504,53,1,3,3,4,4,1,3,1,2,0,513,0,2,226,0.0836327634784406,2021
"MLI0265",504,33,0,0,0,0,3,5,3,1,2,1,516,2,2,226,0.0836327634784406,2021
"MLI0266",504,45,2,0,1,0,3,1,2,2,2,2,501,0,2,226,0.0836327634784406,2021
"MLI0267",505,20,0,0,0,0,2,1,3,3,3,0,513,5,1,1357,0.0311674084375282,2021
"MLI0268",503,28,0,0,0,0,2,2,3,1,9,1,9995,0,1,39,0.0571139595521401,2021
"MLI0269",504,34,3,0,3,0,4,1,9,9,9,0,513,0,1,226,0.0836327634784406,2021
"MLI0270",504,64,2,0,3,0,4,4,3,1,2,2,510,1,1,226,0.0836327634784406,2021
"MLI0271",504,60,0,2,2,0,3,1,2,3,3,3,501,0,1,226,0.0836327634784406,2021
"MLI0272",504,38,0,0,0,0,2,5,0,3,3,3,513,0,1,226,0.0836327634784406,2021
"MLI0273",501,25,4,4,3,4,4,4,3,3,2,0,518,0,2,32,0.0677829536032446,2021
