"RESP_NO","REGION","Q1","Q6A","Q6B","Q6C","Q6D","Q6E","Q29B","Q37H","Q38A","Q38B","Q38F","Q84A","Q94","Q100","vio_97_21","night_2020mean","year"
"MLI0184",503,32,3,3,3,0,4,4,3,9,9,9,501,2,1,9,0.0495318379683881,2017
"MLI0185",504,43,3,3,3,0,1,1,3,0,0,0,501,0,1,32,0.0611532329622025,2017
"MLI0186",503,19,0,0,0,0,2,1,3,2,2,3,501,3,1,9,0.0495318379683881,2017
"MLI0187",504,24,3,4,3,0,4,5,3,0,0,0,501,0,2,32,0.0611532329622025,2017
"MLI0188",505,40,2,0,2,0,2,4,2,0,0,1,502,0,1,109,0.0240549279862928,2017
"MLI0189",504,43,0,4,4,2,4,1,3,2,2,2,513,0,1,32,0.0611532329622025,2017
"MLI0190",501,20,0,0,3,0,4,1,3,1,1,3,501,5,2,16,0.049540245964933,2017
"MLI0191",501,22,0,0,0,0,4,5,1,2,2,2,513,7,2,16,0.049540245964933,2017
"MLI0192",501,25,4,3,4,4,4,5,3,3,3,3,501,1,2,16,0.049540245964933,2017
"MLI0193",501,50,0,0,3,0,2,1,1,1,1,2,513,0,2,16,0.049540245964933,2017
"MLI0194",505,44,0,0,3,0,3,1,3,2,1,3,504,0,1,109,0.0240549279862928,2017
"MLI0195",505,22,2,0,2,2,2,5,3,1,2,1,504,3,2,109,0.0240549279862928,2017
"MLI0196",502,22,3,1,3,3,4,1,1,3,3,3,509,3,2,16,0.13272089071165,2017
"MLI0197",502,27,0,0,0,0,0,1,3,2,2,2,513,7,1,16,0.13272089071165,2017
"MLI0198",502,22,0,4,2,0,4,4,3,1,3,3,513,4,1,16,0.13272089071165,2017
"MLI0199",505,27,0,0,1,0,3,1,3,3,3,3,506,1,2,109,0.0240549279862928,2017
"MLI0200",502,22,0,0,0,0,0,4,3,1,1,1,515,4,1,16,0.13272089071165,2017
"MLI0201",501,73,3,2,4,4,4,4,3,1,2,3,501,1,1,16,0.049540245964933,2017
"MLI0202",501,24,1,1,1,0,2,1,2,2,3,3,513,0,1,16,0.049540245964933,2017
"MLI0203",501,31,0,1,2,0,1,1,3,1,1,2,513,2,1,16,0.049540245964933,2017
"MLI0204",501,54,0,0,0,0,1,1,0,1,1,3,513,6,1,16,0.049540245964933,2017
"MLI0205",502,57,0,0,0,0,3,2,3,2,1,2,516,3,1,16,0.13272089071165,2017
"MLI0206",502,35,0,0,0,0,3,3,3,0,0,0,501,0,2,16,0.13272089071165,2017
"MLI0207",502,23,2,3,2,2,4,2,3,0,0,1,501,2,2,16,0.13272089071165,2017
"MLI0208",502,22,0,0,2,0,3,5,3,2,2,1,517,5,2,16,0.13272089071165,2017
"MLI0209",503,30,1,4,3,0,3,4,3,1,1,1,501,0,2,9,0.0495318379683881,2017
"MLI0210",503,25,0,2,0,0,0,1,3,0,0,9,513,0,2,9,0.0495318379683881,2017
"MLI0211",503,34,0,2,0,0,2,4,3,2,0,3,501,0,2,9,0.0495318379683881,2017
"MLI0212",505,42,2,0,2,0,3,4,9,9,9,9,501,0,2,109,0.0240549279862928,2017
"MLI0213",503,63,3,0,0,0,3,3,3,2,2,2,501,1,2,9,0.0495318379683881,2017
"MLI0214",505,51,0,0,0,0,0,4,3,1,2,2,513,1,2,109,0.0240549279862928,2017
"MLI0215",505,32,3,4,0,0,3,1,3,1,1,1,501,2,1,109,0.0240549279862928,2017
"MLI0216",505,31,1,0,0,0,2,1,3,3,3,3,501,4,1,109,0.0240549279862928,2017
"MLI0217",503,19,0,1,0,0,1,3,3,2,2,3,501,3,1,9,0.0495318379683881,2017
"MLI0218",503,70,2,2,0,0,3,2,3,9,9,9,501,0,1,9,0.0495318379683881,2017
"MLI0219",503,44,2,0,0,0,4,1,3,1,1,1,9995,0,1,9,0.0495318379683881,2017
"MLI0220",503,24,1,3,0,0,2,1,3,1,1,1,515,0,1,9,0.0495318379683881,2017
"MLI0221",505,37,0,0,2,0,1,3,0,2,2,2,504,0,1,109,0.0240549279862928,2017
"MLI0222",505,45,0,0,0,0,2,1,0,2,2,1,505,6,1,109,0.0240549279862928,2017
"MLI0223",505,31,3,3,1,3,3,1,3,0,0,1,517,1,2,109,0.0240549279862928,2017
"MLI0224",505,18,0,0,0,0,0,5,0,2,2,1,505,2,2,109,0.0240549279862928,2017
"MLI0225",504,37,0,0,2,0,1,1,0,3,3,3,501,0,2,32,0.0611532329622025,2017
"MLI0226",504,50,0,0,0,0,0,1,3,0,0,0,513,0,2,32,0.0611532329622025,2017
"MLI0227",504,60,0,0,2,0,1,4,3,0,0,0,501,0,1,32,0.0611532329622025,2017
"MLI0228",502,24,0,0,0,0,2,1,1,1,2,1,516,4,1,16,0.13272089071165,2017
"MLI0229",502,19,0,0,0,0,4,2,3,1,1,2,501,3,2,16,0.13272089071165,2017
"MLI0230",502,20,0,2,2,0,2,4,3,1,2,1,511,2,1,16,0.13272089071165,2017
"MLI0231",502,52,0,0,0,0,2,1,3,2,1,3,501,2,1,16,0.13272089071165,2017
"MLI0232",504,40,2,0,0,0,2,5,3,1,1,1,513,0,1,32,0.0611532329622025,2017
"MLI0233",502,68,2,0,0,0,3,2,3,9,9,1,501,0,2,16,0.13272089071165,2017
"MLI0234",504,56,0,1,4,0,2,1,2,1,1,2,513,1,1,32,0.0611532329622025,2017
"MLI0235",504,33,1,0,1,0,3,5,2,0,0,1,501,0,2,32,0.0611532329622025,2017
"MLI0236",504,50,3,2,3,0,3,4,1,1,1,1,501,0,2,32,0.0611532329622025,2017
"MLI0237",502,38,0,0,0,0,2,1,3,1,1,1,501,0,1,16,0.13272089071165,2017
"MLI0238",502,62,0,0,0,0,2,4,3,1,1,1,513,2,2,16,0.13272089071165,2017
"MLI0239",501,38,3,4,3,2,4,3,3,2,1,1,509,0,2,16,0.049540245964933,2017
"MLI0240",502,20,0,0,1,0,3,2,3,1,1,1,501,3,2,16,0.13272089071165,2017
"MLI0241",501,48,2,2,1,2,3,5,3,3,3,3,509,1,2,16,0.049540245964933,2017
"MLI0242",501,65,1,2,3,0,4,2,3,1,1,3,516,0,2,16,0.049540245964933,2017
"MLI0243",501,60,3,0,3,2,3,1,3,1,1,3,501,0,2,16,0.049540245964933,2017
"MLI0244",501,62,2,0,3,2,4,1,3,2,3,3,509,0,1,16,0.049540245964933,2017
"MLI0245",501,54,0,0,0,0,3,1,3,1,3,3,509,1,1,16,0.049540245964933,2017
"MLI0246",501,50,0,0,0,0,1,1,3,3,3,3,516,0,1,16,0.049540245964933,2017
"MLI0247",501,56,0,0,0,0,3,1,0,3,3,3,511,1,1,16,0.049540245964933,2017
"MLI0248",502,80,0,3,2,0,3,4,3,2,0,3,501,0,1,16,0.13272089071165,2017
"MLI0249",502,85,1,0,1,0,1,1,3,1,1,0,501,0,1,16,0.13272089071165,2017
"MLI0250",502,40,0,0,0,2,4,4,3,1,1,2,501,0,2,16,0.13272089071165,2017
"MLI0251",504,48,0,0,0,2,2,1,3,2,2,2,9995,1,2,32,0.0611532329622025,2017
"MLI0252",502,71,3,0,2,0,4,9,1,1,1,1,501,0,1,16,0.13272089071165,2017
"MLI0253",507,30,0,0,1,2,3,4,3,2,2,0,517,0,2,233,0.00736021689522596,2017
"MLI0254",507,20,2,1,3,3,4,1,2,1,1,3,517,0,2,233,0.00736021689522596,2017
"MLI0255",504,25,0,3,0,0,0,1,2,1,1,1,9995,2,2,32,0.0611532329622025,2017
"MLI0256",501,35,0,0,3,2,3,1,3,1,1,3,513,0,2,16,0.049540245964933,2017
"MLI0257",501,22,0,0,2,2,4,1,2,3,3,2,509,0,2,16,0.049540245964933,2017
"MLI0258",504,22,0,0,0,0,3,5,3,3,3,3,504,2,1,32,0.0611532329622025,2017
"MLI0259",501,19,0,2,2,3,4,1,3,1,1,1,509,3,2,16,0.049540245964933,2017
"MLI0260",504,65,0,0,2,3,2,4,3,3,2,3,9995,2,1,32,0.0611532329622025,2017
"MLI0261",506,20,0,2,0,1,3,1,3,1,9,2,517,4,1,185,0.00254346966548368,2017
"MLI0262",506,35,3,0,1,3,2,1,9,9,9,9,517,0,1,185,0.00254346966548368,2017
"MLI0263",501,18,0,2,0,0,2,4,1,3,2,3,501,3,2,16,0.049540245964933,2017
"MLI0264",503,19,0,0,0,0,1,1,3,2,1,3,513,1,2,9,0.0495318379683881,2017
"MLI0265",503,25,2,2,0,2,4,1,1,0,0,1,513,0,2,9,0.0495318379683881,2017
"MLI0266",506,25,0,0,0,1,2,9,9,0,0,9,500,2,2,185,0.00254346966548368,2017
"MLI0267",502,30,3,0,3,3,3,1,3,0,0,3,501,0,2,16,0.13272089071165,2017
"MLI0268",503,28,0,2,3,0,3,5,3,1,1,2,513,0,2,9,0.0495318379683881,2017
"MLI0269",503,35,0,2,0,0,1,1,3,2,0,2,513,0,2,9,0.0495318379683881,2017
"MLI0270",502,30,0,4,2,2,4,2,3,3,3,3,501,0,2,16,0.13272089071165,2017
"MLI0271",502,71,0,0,0,3,2,1,3,1,1,1,501,0,1,16,0.13272089071165,2017
"MLI0272",502,18,0,0,0,0,2,4,3,2,2,2,501,0,2,16,0.13272089071165,2017
"MLI0273",501,47,0,0,0,0,0,1,3,3,3,3,513,0,1,16,0.049540245964933,2017
"MLI0274",507,27,3,2,2,2,4,1,0,2,2,2,517,0,1,233,0.00736021689522596,2017
"MLI0275",505,52,2,0,3,0,1,4,1,2,2,0,513,0,2,109,0.0240549279862928,2017
"MLI0276",504,40,0,0,0,0,2,1,3,0,0,0,501,0,2,32,0.0611532329622025,2017
"MLI0277",505,19,0,2,1,1,3,5,3,2,1,2,501,1,2,109,0.0240549279862928,2017
"MLI0278",505,46,3,1,2,1,3,1,0,1,0,2,517,2,1,109,0.0240549279862928,2017
"MLI0279",501,58,0,0,1,2,2,1,3,3,3,3,513,5,1,16,0.049540245964933,2017
"MLI0280",505,35,2,0,2,4,3,1,3,1,1,2,501,1,1,109,0.0240549279862928,2017
"MLI0281",507,23,1,2,0,1,3,4,3,2,1,2,517,6,1,233,0.00736021689522596,2017
"MLI0282",503,37,0,0,0,0,2,1,3,2,2,3,513,0,1,9,0.0495318379683881,2017
"MLI0283",501,62,2,4,2,2,4,2,3,1,1,2,511,0,1,16,0.049540245964933,2017
"MLI0284",501,66,2,1,3,0,2,1,3,1,1,2,513,1,1,16,0.049540245964933,2017
"MLI0285",503,77,0,2,0,0,2,1,3,9,9,1,513,0,1,9,0.0495318379683881,2017
"MLI0286",504,40,3,0,4,2,4,2,1,3,3,3,504,0,2,32,0.0611532329622025,2017
"MLI0287",503,70,0,2,3,0,2,1,3,2,1,2,513,0,1,9,0.0495318379683881,2017
"MLI0288",503,26,0,0,0,0,1,4,3,0,0,1,513,2,1,9,0.0495318379683881,2017
"MLI0289",504,60,0,0,4,4,4,5,2,3,3,3,9995,1,1,32,0.0611532329622025,2017
"MLI0290",506,21,0,1,0,1,3,1,3,2,1,2,502,4,2,185,0.00254346966548368,2017
"MLI0291",506,57,3,0,3,3,3,1,2,3,3,3,517,0,1,185,0.00254346966548368,2017
"MLI0292",505,20,0,3,1,0,1,4,2,0,0,0,513,0,1,109,0.0240549279862928,2017
"MLI0293",505,25,0,3,0,3,3,1,3,1,1,0,501,1,2,109,0.0240549279862928,2017
"MLI0294",504,63,0,0,0,0,0,1,2,2,2,2,9995,2,1,32,0.0611532329622025,2017
"MLI0295",505,38,3,2,2,2,3,2,3,1,1,1,501,0,2,109,0.0240549279862928,2017
"MLI0296",507,30,0,0,0,0,2,1,3,2,3,2,517,5,2,233,0.00736021689522596,2017
"MLI0297",507,19,2,2,0,2,3,1,2,3,3,9,517,2,2,233,0.00736021689522596,2017
"MLI0298",505,70,0,2,0,0,0,5,3,1,2,1,504,1,1,109,0.0240549279862928,2017
"MLI0299",507,44,0,0,0,0,2,1,1,1,1,2,517,2,1,233,0.00736021689522596,2017
"MLI0300",507,32,2,3,2,2,3,5,1,3,2,1,517,5,1,233,0.00736021689522596,2017
"MLI0301",502,50,0,0,0,0,3,4,3,1,3,2,501,0,1,16,0.13272089071165,2017
"MLI0302",502,32,0,2,2,0,2,2,1,9,9,1,9995,0,1,16,0.13272089071165,2017
"MLI0303",502,58,0,1,2,0,3,4,3,1,0,1,501,0,1,16,0.13272089071165,2017
"MLI0304",502,25,0,3,0,0,4,1,1,1,1,1,501,0,2,16,0.13272089071165,2017
"MLI0305",506,48,2,0,3,0,2,2,1,1,2,2,502,3,1,185,0.00254346966548368,2017
"MLI0306",501,60,0,0,3,0,2,2,3,1,2,0,509,0,2,16,0.049540245964933,2017
"MLI0307",501,27,0,4,0,0,3,5,0,1,1,2,511,0,2,16,0.049540245964933,2017
"MLI0308",501,19,2,4,2,4,4,4,3,2,1,2,501,2,2,16,0.049540245964933,2017
"MLI0309",501,25,0,0,1,0,4,1,3,0,2,3,509,0,2,16,0.049540245964933,2017
"MLI0310",506,31,3,1,0,2,4,9,9,9,9,9,502,0,2,185,0.00254346966548368,2017
"MLI0311",504,36,2,1,0,2,3,5,3,2,2,1,509,4,1,32,0.0611532329622025,2017
"MLI0312",504,19,0,0,0,0,2,1,3,3,3,3,501,6,1,32,0.0611532329622025,2017
"MLI0313",504,45,3,3,0,0,2,1,0,2,3,1,501,0,2,32,0.0611532329622025,2017
"MLI0314",504,40,0,0,3,0,3,5,3,3,2,3,510,1,2,32,0.0611532329622025,2017
"MLI0315",502,60,3,0,0,0,3,1,3,1,1,0,501,0,2,16,0.13272089071165,2017
"MLI0316",502,48,0,0,1,0,2,1,1,2,2,2,501,0,1,16,0.13272089071165,2017
"MLI0317",501,54,0,0,3,0,4,5,3,3,3,3,509,0,1,16,0.049540245964933,2017
"MLI0318",501,40,1,2,3,2,4,2,3,2,2,2,509,2,1,16,0.049540245964933,2017
"MLI0319",502,40,2,2,2,0,3,3,3,2,2,3,501,0,2,16,0.13272089071165,2017
"MLI0320",501,25,0,0,1,0,3,1,1,2,3,3,509,3,1,16,0.049540245964933,2017
"MLI0321",506,19,0,1,0,2,4,2,1,2,1,2,500,6,2,185,0.00254346966548368,2017
"MLI0322",504,18,0,0,0,0,0,1,3,2,2,1,503,2,1,32,0.0611532329622025,2017
"MLI0323",502,18,0,0,0,0,2,9,3,0,0,2,516,0,2,16,0.13272089071165,2017
"MLI0324",501,51,0,2,2,0,4,1,3,3,2,3,509,0,1,16,0.049540245964933,2017
"MLI0325",504,42,0,0,0,2,3,1,2,3,2,3,501,1,2,32,0.0611532329622025,2017
"MLI0326",504,50,0,0,2,0,2,4,3,1,1,1,501,2,1,32,0.0611532329622025,2017
"MLI0327",504,36,0,0,2,3,2,1,0,3,2,3,501,6,2,32,0.0611532329622025,2017
"MLI0328",503,25,0,2,1,0,1,1,3,2,1,3,513,1,2,9,0.0495318379683881,2017
"MLI0329",503,45,0,4,0,0,3,1,3,1,1,2,9995,0,2,9,0.0495318379683881,2017
"MLI0330",503,46,0,0,0,0,3,1,3,1,0,0,513,0,2,9,0.0495318379683881,2017
"MLI0331",503,24,0,2,0,0,0,1,3,1,1,2,509,0,2,9,0.0495318379683881,2017
"MLI0332",505,69,3,4,3,4,2,4,0,2,2,1,516,0,1,109,0.0240549279862928,2017
"MLI0333",505,80,0,1,2,0,1,2,3,0,1,1,504,0,2,109,0.0240549279862928,2017
"MLI0334",505,19,0,0,0,0,3,4,3,1,0,1,516,1,2,109,0.0240549279862928,2017
"MLI0335",505,53,0,0,0,2,3,1,3,1,1,2,509,1,1,109,0.0240549279862928,2017
"MLI0336",507,30,2,3,3,3,4,1,0,2,2,3,518,0,2,233,0.00736021689522596,2017
"MLI0337",507,19,0,1,2,1,3,4,3,1,2,1,518,5,2,233,0.00736021689522596,2017
"MLI0338",503,58,0,3,2,0,2,4,3,3,2,3,513,1,1,9,0.0495318379683881,2017
"MLI0339",501,19,0,0,0,0,3,1,0,3,1,3,509,3,2,16,0.049540245964933,2017
"MLI0340",504,49,0,2,0,0,2,3,3,2,2,2,513,0,2,32,0.0611532329622025,2017
"MLI0341",501,35,2,2,0,0,3,5,3,0,0,0,509,0,2,16,0.049540245964933,2017
"MLI0342",501,18,0,0,3,4,4,4,2,2,1,1,509,1,2,16,0.049540245964933,2017
"MLI0343",504,40,3,3,4,3,4,4,0,2,2,2,501,1,1,32,0.0611532329622025,2017
"MLI0344",501,25,0,0,3,2,4,5,2,2,3,2,513,0,2,16,0.049540245964933,2017
"MLI0345",504,49,0,0,0,0,0,1,3,0,0,0,513,0,2,32,0.0611532329622025,2017
"MLI0346",503,30,0,3,0,0,2,4,3,1,1,2,513,2,1,9,0.0495318379683881,2017
"MLI0347",503,49,0,3,0,0,4,4,3,9,9,9,513,0,1,9,0.0495318379683881,2017
"MLI0348",504,36,0,3,0,3,3,1,3,0,0,0,513,0,1,32,0.0611532329622025,2017
"MLI0349",505,18,0,0,0,0,2,5,3,2,3,2,516,0,2,109,0.0240549279862928,2017
"MLI0350",503,41,0,3,1,0,2,1,3,1,2,3,513,0,1,9,0.0495318379683881,2017
"MLI0351",505,18,0,1,3,2,0,4,2,0,1,1,504,0,1,109,0.0240549279862928,2017
"MLI0352",505,40,0,0,0,3,2,1,3,1,2,3,509,1,2,109,0.0240549279862928,2017
"MLI0353",505,34,0,0,3,0,3,4,3,2,1,2,516,1,1,109,0.0240549279862928,2017
"MLI0354",504,45,4,2,2,3,4,5,3,1,1,1,501,0,2,32,0.0611532329622025,2017
"MLI0355",507,47,2,1,3,3,3,5,0,1,2,3,518,1,1,233,0.00736021689522596,2017
"MLI0356",501,66,0,3,0,0,3,4,2,2,2,3,509,3,1,16,0.049540245964933,2017
"MLI0357",507,73,0,2,2,0,2,1,1,3,3,3,518,5,1,233,0.00736021689522596,2017
"MLI0358",501,56,3,0,3,0,3,2,3,0,0,1,501,0,1,16,0.049540245964933,2017
"MLI0359",501,33,3,0,2,0,3,1,3,3,3,3,501,5,1,16,0.049540245964933,2017
"MLI0360",504,50,0,3,3,0,3,4,1,3,2,2,513,0,1,32,0.0611532329622025,2017
"MLI0361",501,31,2,0,2,4,3,5,3,1,2,1,509,1,1,16,0.049540245964933,2017
"MLI0362",507,20,1,3,2,2,4,5,0,2,2,3,518,4,2,233,0.00736021689522596,2017
"MLI0363",504,36,0,4,0,0,0,2,3,0,0,0,513,0,1,32,0.0611532329622025,2017
"MLI0364",504,30,0,4,0,3,3,1,2,1,1,0,513,0,2,32,0.0611532329622025,2017
"MLI0365",507,25,2,2,2,1,3,2,3,3,3,3,518,0,2,233,0.00736021689522596,2017
"MLI0366",507,30,2,2,2,2,4,1,1,1,1,3,518,6,1,233,0.00736021689522596,2017
"MLI0367",507,40,0,2,0,2,2,1,1,3,3,3,518,5,1,233,0.00736021689522596,2017
"MLI0368",502,35,0,0,3,0,4,1,3,2,2,2,501,2,1,16,0.13272089071165,2017
"MLI0369",502,27,2,2,2,2,3,1,9,1,1,1,501,0,2,16,0.13272089071165,2017
"MLI0370",502,35,1,2,2,0,3,2,3,1,1,2,501,2,1,16,0.13272089071165,2017
"MLI0371",502,41,0,0,1,0,3,1,0,2,1,2,501,2,1,16,0.13272089071165,2017
"MLI0372",506,70,3,2,1,1,4,1,2,3,3,3,517,0,1,185,0.00254346966548368,2017
"MLI0373",506,38,0,0,2,3,2,1,3,1,2,1,517,1,1,185,0.00254346966548368,2017
"MLI0374",504,45,0,0,0,0,2,1,3,0,0,0,504,2,1,32,0.0611532329622025,2017
"MLI0375",504,45,0,0,0,0,2,1,2,2,2,3,505,1,2,32,0.0611532329622025,2017
"MLI0376",504,53,0,0,0,0,0,2,3,3,3,3,504,1,1,32,0.0611532329622025,2017
"MLI0377",502,30,2,0,0,0,2,1,1,2,1,1,501,2,1,16,0.13272089071165,2017
"MLI0378",502,33,1,0,0,0,3,1,0,1,1,1,501,0,2,16,0.13272089071165,2017
"MLI0379",502,61,2,0,3,0,3,5,3,2,2,2,501,0,2,16,0.13272089071165,2017
"MLI0380",502,24,2,2,2,0,3,2,3,2,1,3,501,2,2,16,0.13272089071165,2017
"MLI0381",504,45,0,0,0,0,2,1,3,0,0,0,504,0,2,32,0.0611532329622025,2017
"MLI0382",504,30,0,0,0,0,0,1,0,1,1,3,504,5,1,32,0.0611532329622025,2017
"MLI0383",504,20,0,0,0,0,2,4,2,2,2,3,516,5,1,32,0.0611532329622025,2017
"MLI0384",504,25,3,0,3,2,3,1,2,3,3,3,9995,0,2,32,0.0611532329622025,2017
"MLI0385",506,39,2,0,0,2,3,5,3,0,1,3,517,2,2,185,0.00254346966548368,2017
"MLI0386",506,35,1,2,1,2,3,8,3,9,9,9,517,2,2,185,0.00254346966548368,2017
"MLI0387",504,25,0,0,0,0,0,1,3,1,1,2,501,2,2,32,0.0611532329622025,2017
"MLI0388",506,32,0,2,0,0,1,1,3,3,9,2,513,4,1,185,0.00254346966548368,2017
"MLI0389",506,42,2,1,0,3,3,1,3,3,3,2,517,2,1,185,0.00254346966548368,2017
"MLI0390",501,45,2,4,2,0,3,1,1,2,2,3,509,0,2,16,0.049540245964933,2017
"MLI0391",506,32,0,4,0,3,2,4,3,2,1,3,517,4,2,185,0.00254346966548368,2017
"MLI0392",501,18,3,0,2,0,4,3,3,2,2,3,509,0,2,16,0.049540245964933,2017
"MLI0393",501,18,0,0,0,0,2,2,1,1,3,1,509,0,2,16,0.049540245964933,2017
"MLI0394",501,28,3,4,4,0,4,1,0,1,1,3,509,0,2,16,0.049540245964933,2017
"MLI0395",501,70,0,0,0,0,3,3,3,0,3,3,509,0,1,16,0.049540245964933,2017
"MLI0396",502,70,2,4,3,0,4,1,3,1,0,2,513,0,1,16,0.13272089071165,2017
"MLI0397",502,29,1,2,3,1,3,4,3,2,2,3,513,1,1,16,0.13272089071165,2017
"MLI0398",501,41,2,1,4,0,4,1,3,1,1,2,509,0,1,16,0.049540245964933,2017
"MLI0399",502,32,3,4,3,0,4,4,3,1,1,2,513,0,1,16,0.13272089071165,2017
"MLI0400",501,56,2,4,2,0,3,1,3,2,2,2,509,0,1,16,0.049540245964933,2017
"MLI0401",502,40,3,3,3,3,4,2,3,1,1,1,513,0,2,16,0.13272089071165,2017
"MLI0402",503,18,0,0,0,0,2,1,3,1,0,1,501,0,2,9,0.0495318379683881,2017
"MLI0403",506,40,2,1,1,1,4,1,9,9,9,9,518,0,2,185,0.00254346966548368,2017
"MLI0404",503,59,3,3,3,2,3,4,3,0,0,2,501,0,2,9,0.0495318379683881,2017
"MLI0405",503,22,0,0,0,0,2,1,3,1,1,1,513,0,2,9,0.0495318379683881,2017
"MLI0406",503,25,0,1,0,0,3,2,3,3,1,3,513,1,2,9,0.0495318379683881,2017
"MLI0407",501,40,2,4,4,0,4,1,3,1,1,2,504,1,1,16,0.049540245964933,2017
"MLI0408",505,22,0,1,0,0,3,2,3,2,1,1,505,2,2,109,0.0240549279862928,2017
"MLI0409",505,39,0,4,2,0,1,2,3,9,9,9,505,0,2,109,0.0240549279862928,2017
"MLI0410",502,70,0,0,0,0,3,1,3,1,1,1,513,0,1,16,0.13272089071165,2017
"MLI0411",505,30,0,4,1,0,3,1,3,0,0,2,505,1,1,109,0.0240549279862928,2017
"MLI0412",505,31,3,4,3,1,3,5,1,3,3,3,505,0,1,109,0.0240549279862928,2017
"MLI0413",504,51,2,0,1,1,2,5,2,9,9,9,9995,0,2,32,0.0611532329622025,2017
"MLI0414",503,25,0,0,1,0,1,2,3,3,2,3,515,0,1,9,0.0495318379683881,2017
"MLI0415",504,30,0,0,0,0,3,1,3,2,2,2,501,0,2,32,0.0611532329622025,2017
"MLI0416",502,27,2,0,1,0,3,5,3,1,9,9,513,0,2,16,0.13272089071165,2017
"MLI0417",502,50,1,4,2,0,4,4,3,1,0,1,513,0,2,16,0.13272089071165,2017
"MLI0418",504,26,1,0,2,1,3,1,3,1,1,1,504,0,1,32,0.0611532329622025,2017
"MLI0419",503,67,0,3,0,0,2,1,3,1,1,1,501,0,1,9,0.0495318379683881,2017
"MLI0420",504,35,0,2,3,4,2,5,3,2,3,3,501,0,1,32,0.0611532329622025,2017
"MLI0421",503,60,0,0,1,0,3,4,3,1,1,1,501,0,1,9,0.0495318379683881,2017
"MLI0422",504,35,3,3,3,0,3,1,2,3,3,1,501,0,1,32,0.0611532329622025,2017
"MLI0423",502,22,0,0,4,1,3,3,3,1,1,0,513,3,2,16,0.13272089071165,2017
"MLI0424",503,60,0,3,0,0,3,1,0,3,3,3,513,0,1,9,0.0495318379683881,2017
"MLI0425",505,27,2,4,3,2,3,3,3,1,1,1,505,0,2,109,0.0240549279862928,2017
"MLI0426",505,63,0,4,0,0,3,1,0,0,0,0,505,1,2,109,0.0240549279862928,2017
"MLI0427",505,28,0,0,0,0,2,4,3,1,2,1,505,1,1,109,0.0240549279862928,2017
"MLI0428",505,38,0,4,2,0,3,3,3,0,0,1,505,0,1,109,0.0240549279862928,2017
"MLI0429",504,54,0,0,0,0,3,1,2,2,2,3,501,2,1,32,0.0611532329622025,2017
"MLI0430",504,37,2,2,2,2,3,5,3,0,0,0,512,0,2,32,0.0611532329622025,2017
"MLI0431",504,24,4,0,4,3,4,4,3,0,1,1,9995,1,2,32,0.0611532329622025,2017
"MLI0432",508,42,2,3,0,0,4,4,3,2,2,2,518,3,2,273,0.00254269719804114,2017
"MLI0433",508,22,1,3,1,1,3,2,0,2,2,3,518,0,2,273,0.00254269719804114,2017
"MLI0434",503,25,2,0,0,0,4,1,3,2,2,1,509,0,2,9,0.0495318379683881,2017
"MLI0435",508,58,0,3,0,0,3,1,1,1,1,2,518,5,1,273,0.00254269719804114,2017
"MLI0436",506,30,3,1,1,1,3,1,3,9,9,1,501,0,1,185,0.00254346966548368,2017
"MLI0437",506,34,0,3,0,4,3,3,3,1,2,1,513,0,1,185,0.00254346966548368,2017
"MLI0438",508,54,0,0,1,2,3,1,0,2,2,3,518,0,1,273,0.00254269719804114,2017
"MLI0439",504,55,0,0,2,0,2,1,2,3,3,3,504,0,2,32,0.0611532329622025,2017
"MLI0440",503,45,0,0,0,0,2,1,3,1,1,1,501,0,2,9,0.0495318379683881,2017
"MLI0441",503,20,0,1,0,0,2,1,3,3,3,3,513,2,2,9,0.0495318379683881,2017
"MLI0442",503,55,0,0,0,0,3,4,2,0,0,0,501,0,2,9,0.0495318379683881,2017
"MLI0443",504,29,0,0,1,0,2,1,2,2,2,2,9995,0,2,32,0.0611532329622025,2017
"MLI0444",504,30,2,1,2,2,3,1,2,2,2,1,511,0,1,32,0.0611532329622025,2017
"MLI0445",504,24,0,0,0,0,2,2,3,2,3,2,511,4,1,32,0.0611532329622025,2017
"MLI0446",506,20,1,2,3,4,2,5,3,1,2,3,513,2,2,185,0.00254346966548368,2017
"MLI0447",508,23,0,3,3,3,3,5,3,0,3,3,518,3,2,273,0.00254269719804114,2017
"MLI0448",503,71,0,2,0,0,2,4,3,2,2,3,513,0,1,9,0.0495318379683881,2017
"MLI0449",504,27,0,0,0,0,0,1,3,2,1,1,511,4,1,32,0.0611532329622025,2017
"MLI0450",503,35,0,3,0,0,1,4,3,2,2,3,501,0,1,9,0.0495318379683881,2017
"MLI0451",503,58,2,3,2,0,4,4,1,1,1,2,513,0,1,9,0.0495318379683881,2017
"MLI0452",503,54,0,0,3,0,4,1,3,1,1,1,501,3,1,9,0.0495318379683881,2017
"MLI0453",506,32,3,3,3,3,4,1,3,3,3,3,518,0,2,185,0.00254346966548368,2017
"MLI0454",506,18,1,2,0,3,3,2,3,1,2,1,501,2,1,185,0.00254346966548368,2017
"MLI0455",506,19,2,1,0,3,4,1,3,9,9,9,501,0,2,185,0.00254346966548368,2017
"MLI0456",504,53,1,4,2,0,4,4,2,3,2,3,501,2,1,32,0.0611532329622025,2017
"MLI0457",504,37,1,0,0,0,2,1,3,1,2,3,510,0,2,32,0.0611532329622025,2017
