full_id,osm_id,osm_type,admin_level,wikipedia,wikidata,type,source:name:oc,name:uk,name:ru,name:oc,name:ar,name,boundary,ISO3166-2
r3218804,"3218804",relation,"4",fr:Niamey,Q3674,boundary,Lo Congrès,Ніамей,Ниамей,Niamey,نيامي,Niamey,administrative,NE-8
